,time_point,age_at_baseline_years,MELD_x,IL-17A,IL-17E,IL-17F,IL-21,IL-22,IFNgamma,IL-10,IL-1beta,IL-6,TNF-alpha,IL-12,IL-23,IL-8,FABP2,DLactate_faecal,DLactate_plasma,faecal_ammonia,endotoxin,E_faecalis,E_coli,EC2.9.1.1 ,Age at enrolment,MELD_y,INR,CRP,Sodium,Potassium,Creatinine,Urea,Haemoglobin,MCV,Platelets,Neuts,Lymphs,neut/lymph,WCC,Bilirubin,ALT,AST,ALP,GGT,Albumin,Ammonia,Lactate,Ascites,HE grade,Calprotectin/(µg/g),Days after treatment,N/L ratio,Calprotectin (µg/g)
CRP,0.08357086007054539,0.28386913334816205,0.044605899876690135,-0.009727763667613932,-0.025368578203483164,-0.055200098978872035,-0.029044851887480964,-0.08028278054380858,-0.10920662476058984,-0.08421706663146954,0.039834139886665794,-0.07412154898849127,-0.04348048835795327,-0.017642870762175966,-0.11465278021381206,-0.0624766053559165,-0.01649493983984277,0.1996633050708569,0.1181936890871672,-0.018918316575018065,-0.1252575209162461,-0.05964822797801301,-0.07194933316466152,-0.08312131826746863,,0.044605899876690135,-0.13262645529742123,1.0,-0.42722236665929153,-0.12881781294437328,0.028304088991261283,0.17517509479533083,-0.2864374810625605,0.34301988175615916,0.25987751317212116,0.47592757324104984,-0.04273656306346214,0.45962227618322976,0.35861330196284896,0.3051528513207485,0.26577887606668993,0.34782947672027736,0.4548932912220138,0.2033202134718581,-0.34567835958408044,-0.1473066757181635,-0.07291930693589027,0.18102424191026695,0.12395888928110398,0.4174707131276948,0.08357086007054536,0.48215284237731126,0.02098547386443321
Sodium,0.005736748303591335,-0.15760387343041993,-0.20221432072976958,0.1500588790011498,0.08047757647801694,0.10487217659975999,0.1588437921969737,-0.07463370472268982,0.2094059769751177,0.1745204819978505,-0.010489168185628344,0.1171208694182608,0.1344331179658882,0.11560619613193382,0.11916265295170901,-0.1483872660676915,-0.2380810464526336,-0.024189186097851676,-0.25368547266829977,-0.05368133702273544,0.1636485343750792,0.06397002756031911,0.010254762241779096,-7.726096497326982e-06,,-0.20221432072976958,0.04875631827451829,-0.42722236665929153,1.0,-0.03121324059004622,-0.2563223931523656,-0.26210582560849544,0.4231565723921157,-0.08113125543964826,-0.14485927209318886,-0.3657261913912325,0.12632077159542762,-0.15955105188175653,-0.257392808234671,-0.2193888818531583,-0.13177019081979205,-0.1781424194500747,-0.4036382538002053,-0.16052856395069515,0.31151253233246906,0.2379729449371949,-0.23272477976745234,-0.4559412260778705,-0.12367603791758014,0.06096103156219881,0.005736748303590872,-0.4837689525254864,-0.14107897621594012
Potassium,-0.09202253526942833,0.35960380986383805,-0.12439574887958356,0.043990547544824836,0.03806385352799859,0.02789921937394253,0.02814487250853268,-0.08350471277226296,-0.0029408836621022385,0.031371493325506206,-0.0859773458402946,0.14021679018808145,0.04519410521474945,-0.04113573497340989,-0.1117247790628652,-0.32353861661341377,-0.12747063044273682,0.00930669226776828,0.13535483696543177,0.06980687116291431,0.20245786057997064,0.09221850808642772,0.08346675943452213,-0.08814104036445825,,-0.12439574887958356,-0.2173183553167745,-0.12881781294437328,-0.03121324059004622,1.0,0.2707801452356636,0.2611875275173043,0.13578549953821312,-0.04332059138023288,0.1843106352428964,0.20711384481183515,0.1406994462156476,0.18355381401471696,0.23034161787930418,-0.0656346857766549,0.27362033616519016,0.24515763374315952,0.2976635837257777,0.22858336897811396,-0.044050500766164936,0.1817419756226054,-0.48159308706773724,-0.3888283423362834,0.00571680633153928,0.10125819140001757,-0.09202253526942843,0.14179810704589513,0.04505739873767848
Creatinine,0.015128982047539121,0.23456907948282754,-0.0016838176723514575,-0.14308670013688865,-0.09225879138962903,-0.060348859903664905,-0.13488940505267485,0.003630494989294796,-0.23253516821566447,-0.2130430583352572,-0.1021477121725859,-0.11917639599943702,-0.14658087519384316,-0.048668540062357955,0.0998617167193292,-0.07987547039029154,0.01968951971912484,-0.053866020478960906,0.2780208558390811,0.09879508938367242,0.05395680971797573,-0.1478855834742189,-0.14588019932976073,-0.04257530331855838,,-0.0016838176723514575,-0.32208599037276464,0.028304088991261283,-0.2563223931523656,0.2707801452356636,1.0,0.7164012711983091,-0.13409458779936295,-0.27715294618706515,0.09126256059068762,-0.03457277653209679,0.0013745343332586372,-0.1913960805130536,0.01333104660660807,-0.24592135783815233,0.10795001634213856,-0.10161472567551572,-0.12381966497231867,-0.08367273661205844,0.11363777908295732,-0.3403090419888616,-0.2769708197496137,-0.06716820466437633,0.08915345967534971,-0.15153221772674408,0.015128982047539132,0.12315089351516538,-0.1932680478454848
Urea,0.07361736038292101,0.29033298515275735,0.048710811525872304,-0.1242848308618098,-0.13126681473433882,-0.12249866750973688,-0.13708316834527026,-0.11873427233225095,-0.23194901116436398,-0.21130938083387324,-0.07015129536363106,-0.15261208439121993,-0.17414811446613984,0.007056199947029874,-0.03547727679184164,-0.2704517911565954,-0.02030524493803433,0.056247891518107405,0.351410849045461,0.06400707670812075,0.03493180599597507,-0.05831396070781029,-0.07545729956024727,-0.07282714074382185,,0.048710811525872304,-0.33300043710169636,0.17517509479533083,-0.26210582560849544,0.2611875275173043,0.7164012711983091,1.0,-0.05649056743832424,-0.01456562110068829,0.3103783845362791,0.2232244716164969,0.028115633412805523,0.10425255396136733,0.24496049720417776,0.025083574064745044,0.3514222596614809,0.11420358160143645,0.05773748272137975,0.031151174957561225,0.01615514613109632,0.036263727412257564,-0.3034048329896781,-0.03278828940479437,-0.07821472403189825,0.07470721966170385,0.07361736038292102,0.23683675162133372,0.011444258800036787
Haemoglobin,-0.044677829538134754,-0.0820953732799428,-0.3267775167132109,0.12364608015289141,0.003687438603852541,-0.01276184344837541,0.11562213746350579,-0.1849890038247097,0.09181487687636432,0.16824633698122268,0.01890134242131524,0.11253607557395381,0.10910076120952726,-0.028597749011321394,-0.0618472954774063,-0.14667531771486714,-0.3312918991295202,-0.020767217023481204,-0.05317211228403999,-0.012704602867890692,-0.0660471164847332,0.1470081568341334,0.27554089847860597,0.09901701944758647,,-0.3267775167132109,-0.21325253366849783,-0.2864374810625605,0.4231565723921157,0.13578549953821312,-0.13409458779936295,-0.05649056743832424,1.0,-0.05551118547605239,0.03456170982122782,0.0866779050768238,0.25110796469956087,-0.03880852058928211,0.13817281016964947,-0.17377406650838234,0.13048957076072715,-0.11275122920035534,-0.22168971638919055,-0.22572901702150755,0.4324393640019964,0.2213970134668597,-0.212676722976664,-0.3846180402759846,-0.14453012927105788,-0.12775490732950323,-0.04467782953813477,-0.021759973655799538,-0.2357866957836358
MCV,0.007813714241689083,-0.05247381799325454,0.19728206167460594,-0.07231647884669103,-0.16678587778058357,-0.22292029452620332,-0.07006441084881243,-0.22968247584784296,-0.22896514462045045,-0.1617456573439386,0.048467747105149214,0.06353678817972828,-0.11415371494863537,0.11628019772133513,-0.24831115215556357,-0.04164016336522345,-0.11554410234215771,0.10898720078380059,0.10983012577257524,-0.13047734272857708,0.07361442552904957,-0.014863265461217752,0.029103794304319513,-0.04768986781824033,,0.19728206167460594,-0.0904028807077026,0.34301988175615916,-0.08113125543964826,-0.04332059138023288,-0.27715294618706515,-0.01456562110068829,-0.05551118547605239,1.0,0.06087646108998992,0.23259249707402344,-0.17138782710554792,0.4965846571723555,0.08553266294284463,0.4771426897234095,0.23759041224904112,0.3678770012754044,0.3446265353703486,-0.08051819721942301,-0.25504289937673047,0.09576646694544336,0.048925663657714065,0.12363507465216653,0.2189787599093594,-0.07579165686930447,0.00781371424168915,0.31112800942363394,0.18723372411119765
Platelets,-0.06674411007784348,0.3876127688547126,-0.30148837777213094,0.11471833711951186,-0.004715511893520451,-0.006521180059359314,0.005130787694855625,-0.20827803444154147,-0.08043718827310141,-0.038323298876733344,0.11322149857403535,0.05084537422793025,-0.037932579792079875,0.0025719184792544706,-0.1275425734927878,-0.11700823970440864,-0.1783410986650511,0.21803010838264444,0.3053785541182742,-0.06426236107967033,-0.2525058775850987,0.20432453395402503,0.13256036719021125,-0.07965779894690957,,-0.30148837777213094,-0.43631484147917726,0.25987751317212116,-0.14485927209318886,0.1843106352428964,0.09126256059068762,0.3103783845362791,0.03456170982122782,0.06087646108998992,1.0,0.617530914096396,0.6358287379547531,0.09502466698349715,0.7165342425548834,0.13083533793835053,0.45184738836669674,0.536243405419476,0.44700630078031806,0.33905628473676225,0.21873625258714427,0.03313478098392462,0.2791943279366922,0.09184665891658152,-0.1420260693038442,0.021839698662283125,-0.06674411007784355,0.0868614860317039,0.16802353904770437
Neuts,0.03857063036143178,0.1328192912994371,0.010853587036480532,-0.012924674091756655,-0.07897925376967087,-0.10081410294125612,-0.061068715913176336,-0.1503482554663593,-0.05628534689665539,0.0040723500956050315,0.09021657478074932,0.05685734426699597,-0.08004297561473413,-0.13585958480954005,-0.09238208957253638,-0.08292031632370425,-0.055751771194800515,0.19812018363595116,0.2246611471689363,-0.11006885973647283,-0.1705985524003406,0.06689492200787789,0.007492663055885516,-0.08967691028082932,,0.010853587036480532,-0.1824304772802473,0.47592757324104984,-0.3657261913912325,0.20711384481183515,-0.03457277653209679,0.2232244716164969,0.0866779050768238,0.23259249707402344,0.617530914096396,1.0,0.4570442595081163,0.4389443369024067,0.9296643868831708,0.2579501954012203,0.32407799427338346,0.3958446340655528,0.5053646800025021,0.40001503035992897,-0.09273836582766544,-0.06102067865998005,-0.023827904667810155,0.24413098234358124,0.2154989082410082,0.006899033222450984,0.038570630361431775,0.5425263464682937,0.18683191316473285
Lymphs,-0.047544726767501974,0.07150282355053893,-0.3323976195673042,-0.08332887495974556,-0.1581219266152398,-0.1312553994695315,-0.1622477688849068,-0.14437300436725917,-0.10947735132876535,-0.11839852185128047,0.014750735791336785,0.14552408784181908,-0.18644054119612768,-0.07078374557473038,-0.09883232657286832,-0.16716427282153457,-0.1396357417141065,0.040148782881205915,0.03219107016448158,-0.07242486077487938,-0.2361810963718669,0.21233122935534138,0.23733850438297943,0.11500290794743206,,-0.3323976195673042,-0.24679838962098327,-0.04273656306346214,0.12632077159542762,0.1406994462156476,0.0013745343332586372,0.028115633412805523,0.25110796469956087,-0.17138782710554792,0.6358287379547531,0.4570442595081163,1.0,-0.46553722406379094,0.7197016574218236,-0.1824967605724839,0.06701622033907778,0.13332766278016028,0.08428997310574643,0.20293186859627935,0.1681024937412564,0.042921106378689546,0.1502470911612892,-0.042095765485998846,0.04162843050080571,-0.4286635144181402,-0.04754472676750192,-0.4022689671269925,0.033489152770794756
neut/lymph,,0.1627913082186357,0.04328093367882834,-0.014337936753372913,0.10507321649122653,-0.10675318924290857,-0.05483268846563774,-0.17352352630992846,-0.3796139831271313,-0.2452930474253449,0.4703888416971536,-0.23519268998329257,-0.07148312142571947,-0.2383396006185066,0.11425497097014248,0.155672709357054,-0.1913530383045786,0.363564669939473,0.04832761454772782,-0.2131835527203259,0.3653011532591557,0.2364879903084023,-0.31447092961388545,-0.07451739084091094,,0.04328093367882834,-0.17624319337771444,0.45962227618322976,-0.15955105188175653,0.18355381401471696,-0.1913960805130536,0.10425255396136733,-0.03880852058928211,0.4965846571723555,0.09502466698349715,0.4389443369024067,-0.46553722406379094,1.0,0.10485225428074248,0.4642060836465579,0.326711847941419,0.37316556660914924,0.29411776703234166,-0.030495443761992858,-0.029719620354658662,0.2976031946118177,-0.1999983915829116,0.06635067878640508,0.23286836672178127,0.531678435943977,,,
WCC,0.027188185865041226,0.15677972749453403,-0.11244948323002764,-0.02186701145078906,-0.1035863719008017,-0.10450216118965333,-0.0971656443318591,-0.16635219418124828,-0.0676604082969508,-0.029278202191720466,0.06558897040122443,0.08335853849621695,-0.11981740268348416,-0.11877191651104622,-0.10216931802659227,-0.13928169320017275,-0.09629769563708905,0.15043574944580967,0.15942357419857414,-0.11182356442751931,-0.2194068123868188,0.1296468521486417,0.09492323853741456,-0.029493011509209088,,-0.11244948323002764,-0.24060012512956472,0.35861330196284896,-0.257392808234671,0.23034161787930418,0.01333104660660807,0.24496049720417776,0.13817281016964947,0.08553266294284463,0.7165342425548834,0.9296643868831708,0.7197016574218236,0.10485225428074248,1.0,0.12542903211567316,0.2585527843895756,0.3308076722346743,0.4013422359739207,0.37242217684286966,-0.030357944827203064,-0.005272741035731783,0.02805046870421753,0.17338446944188832,0.20314245095838504,-0.14317875730064342,0.027188185865041223,0.28452139562177964,0.11799847942374911
Bilirubin,0.03477579592601614,-0.15579641544854195,0.46433020144911247,0.1153116046626409,0.1316789249387919,0.08179675259875682,0.1184047100815713,0.026819148686934885,-0.07485517585861469,-0.026628024095691868,0.3417646534850718,0.08834925437293974,0.10112223234183476,-0.10982924677512192,-0.3256634916668266,-0.1634934887776912,-0.040053794866372,0.4065018935122641,0.1597393636880059,-0.025821533794521796,0.06792070991943237,0.051645174015371914,-0.036205492745448195,0.0276331946967174,,0.46433020144911247,-0.2210269781714353,0.3051528513207485,-0.2193888818531583,-0.0656346857766549,-0.24592135783815233,0.025083574064745044,-0.17377406650838234,0.4771426897234095,0.13083533793835053,0.2579501954012203,-0.1824967605724839,0.4642060836465579,0.12542903211567316,1.0,0.5292998349489952,0.658023024007249,0.44569521891027586,-0.06559404865773116,-0.23101270704443247,-0.03764867494147555,-0.15293865121113775,0.17626306453256163,0.04574097464104192,-0.00498351142348394,0.03477579592601615,0.2895055236218424,-0.19492047630530807
ALT,-0.02968727895776659,0.49455174685962855,-0.0543613252955874,0.14776786888800456,0.15023655541872852,0.13963195934075603,0.12079826560126611,0.021017864390275927,-0.04894633166633977,0.05344913634691676,0.1735415019464785,0.027667106735390894,0.09476485369508991,-0.09536155706767055,-0.08794705570295482,-0.3605315759095036,-0.0600491281058199,0.3708830204360035,0.4503272899459381,0.005044480960018859,0.06559281887036857,0.04513353986669402,0.029590539398728792,0.01144251550962136,,-0.0543613252955874,-0.4792890384375256,0.26577887606668993,-0.13177019081979205,0.27362033616519016,0.10795001634213856,0.3514222596614809,0.13048957076072715,0.23759041224904112,0.45184738836669674,0.32407799427338346,0.06701622033907778,0.326711847941419,0.2585527843895756,0.5292998349489952,1.0,0.8553078603541739,0.553640571928688,0.05818271453703071,-0.12337893142250812,0.1871080767011786,-0.2982037701058208,-0.19472713570736758,-0.050938886995108075,0.06329168166295812,-0.02968727895776657,0.23875653829516327,-0.05419992428372255
AST,-0.05771572016433841,0.429068123435426,0.03803984057137044,0.20632461361894844,0.20469705223702558,0.18385702713303134,0.1715847912727346,0.0339039533198016,-0.016019364582295102,0.06277499016999431,0.1987633529817705,0.08768231291179404,0.14307978736672886,-0.06208964693736134,-0.14878085208354203,-0.34295255541992103,-0.054663221829771236,0.4394636384245395,0.37471458706538036,-0.021605796360238846,0.023575416291390924,0.10904848898703902,-0.03602709083196831,0.00945517562390443,,0.03803984057137044,-0.3870950693218154,0.34782947672027736,-0.1781424194500747,0.24515763374315952,-0.10161472567551572,0.11420358160143645,-0.11275122920035534,0.3678770012754044,0.536243405419476,0.3958446340655528,0.13332766278016028,0.37316556660914924,0.3308076722346743,0.658023024007249,0.8553078603541739,1.0,0.7120845489117551,0.2125826110202833,-0.27918405378050726,0.14385512771589282,-0.15186868147496996,-0.06128753611909987,-0.028935869836790095,0.07678161254065739,-0.057715720164338395,0.18122544934944235,0.15172598086008712
ALP,-0.018261931919423748,0.30563868918303644,-0.025662548276591077,0.1082502097915114,0.05710282258138202,0.027531466360260822,0.08473297411094931,-0.10468728974470656,-0.10034007985033087,-0.002339059833976769,-0.07547373546505559,-0.0019557936531429806,0.06014328515968772,-0.13922284809827074,-0.2989372461202744,-0.23840800590764596,-0.08891474550409258,0.16539105335234694,0.2693291960209914,-0.09128200557253609,-0.13135058321607362,0.008491209659400775,0.008709171725271171,0.01025902177864594,,-0.025662548276591077,-0.27442425314360935,0.4548932912220138,-0.4036382538002053,0.2976635837257777,-0.12381966497231867,0.05773748272137975,-0.22168971638919055,0.3446265353703486,0.44700630078031806,0.5053646800025021,0.08428997310574643,0.29411776703234166,0.4013422359739207,0.44569521891027586,0.553640571928688,0.7120845489117551,1.0,0.4572729243348452,-0.4108976760404129,0.1179150600960241,-0.021182708674332463,0.09699549710043431,-0.054493276306915445,0.3657989821250407,-0.01826193191942372,0.30475166258219305,0.22679300013340234
GGT,-0.012915301418953758,0.3326968005017333,-0.3346326258937416,0.17735325435967275,0.11476546628150355,0.10649681363591956,0.15816514934164347,-0.0848870544521513,0.039237427509227055,0.07561979507361581,-0.1729462776330116,-0.07988312410075724,0.1408698894083174,0.07974290525514484,-0.08234924875499154,-0.1974334050060615,0.005673520547735392,-0.02748891527111745,0.06691907440894701,-0.006851572858993716,-0.006995455215322793,-0.05667812091627142,-0.10888946697714784,-0.05205540643289646,,-0.3346326258937416,-0.21131459492920096,0.2033202134718581,-0.16052856395069515,0.22858336897811396,-0.08367273661205844,0.031151174957561225,-0.22572901702150755,-0.08051819721942301,0.33905628473676225,0.40001503035992897,0.20293186859627935,-0.030495443761992858,0.37242217684286966,-0.06559404865773116,0.05818271453703071,0.2125826110202833,0.4572729243348452,1.0,-0.01806515774073209,0.15698810635726682,-0.344641403239506,0.13476636638245373,-0.06207492083000005,0.25505069064033836,-0.012915301418953768,0.21783781277655676,0.4684402471832027
Albumin,-0.015030129391665098,-0.11666839157174504,-0.27267318889046444,0.10088539249523228,-0.01463932507037095,-0.026152543113842287,0.07265313281866004,-0.2893366762280001,0.08804193893291731,0.12228830757433967,0.14667138923683964,-0.05668433431991895,0.07655422177833554,0.08322851800395636,-0.04376290606751347,0.22867489526613566,-0.377743461207671,0.015543895989341779,0.006870381755351551,-0.03717755990051644,0.020935025683379214,0.011850656082678946,0.18490933426869985,-0.04815845045128439,,-0.27267318889046444,-0.1784782265620526,-0.34567835958408044,0.31151253233246906,-0.044050500766164936,0.11363777908295732,0.01615514613109632,0.4324393640019964,-0.25504289937673047,0.21873625258714427,-0.09273836582766544,0.1681024937412564,-0.029719620354658662,-0.030357944827203064,-0.23101270704443247,-0.12337893142250812,-0.27918405378050726,-0.4108976760404129,-0.01806515774073209,1.0,-0.13387061403748082,-0.2052347130839411,-0.15124434094593786,-0.13204172918246296,-0.18266409061030728,-0.01503012939166504,-0.14839175665038332,-0.21568922448027417
Ammonia,-0.01966128594466382,0.22234530735102565,-0.17849328171637183,0.060416876085371926,-0.0088622696956122,-0.024288385426915707,0.04196807645896505,-0.21669872191865036,0.11222342480436646,0.09144693619984028,-0.08676299847521952,0.08345977681976317,0.04819498825905789,-0.13421034589945893,-0.07405954714930912,-0.23739428719352512,-0.26178161217591556,0.004591546578006218,-0.059684672220923725,-0.055731076155507535,0.10578349802143878,0.18205335749716722,0.10042324665097012,0.2118523570697286,,-0.17849328171637183,0.04785531820783048,-0.1473066757181635,0.2379729449371949,0.1817419756226054,-0.3403090419888616,0.036263727412257564,0.2213970134668597,0.09576646694544336,0.03313478098392462,-0.06102067865998005,0.042921106378689546,0.2976031946118177,-0.005272741035731783,-0.03764867494147555,0.1871080767011786,0.14385512771589282,0.1179150600960241,0.15698810635726682,-0.13387061403748082,1.0,-0.2322405877931562,-0.23748846870958726,-0.08066930673897633,0.6287946321363024,-0.019661285944663775,-0.22338054381386488,0.20734199228327796
Lactate,,-0.28944966611206635,0.3014420264657167,0.15902661929073622,-0.10714849685682384,-0.10419297100195217,-0.027224690878034093,0.3501564409743173,0.07810917994884077,0.15355713473076288,-0.04073433893873707,0.25982132108647527,-0.020548677919183855,0.4282066133090541,0.2608241566291405,0.3317269033073331,0.6552563897284833,-0.17520354614808306,0.18114538827435966,0.17087220767459116,-0.39780602553005,-0.014423289077283585,0.0650151816766471,-0.06951542906396753,,0.3014420264657167,0.36289971440442914,-0.07291930693589027,-0.23272477976745234,-0.48159308706773724,-0.2769708197496137,-0.3034048329896781,-0.212676722976664,0.048925663657714065,0.2791943279366922,-0.023827904667810155,0.1502470911612892,-0.1999983915829116,0.02805046870421753,-0.15293865121113775,-0.2982037701058208,-0.15186868147496996,-0.021182708674332463,-0.344641403239506,-0.2052347130839411,-0.2322405877931562,1.0,0.3509715131240686,-0.1106316528116216,-0.09657846821850603,,,
Ascites,0.13046171571113682,-0.18175996556727056,0.19409276919644738,-0.07204269134681027,-0.019548404557797414,-0.05270775110233428,-0.07025163103133665,0.12723919582940488,-0.10179497309026213,-0.11512478913829124,0.14045624163696177,-0.07292107049209365,-0.06227523386296736,0.05872631016733687,-0.06864221953576302,0.26894838170169993,0.27430595309503825,-0.07297483348480541,-0.0035219066958737965,-0.1147472964252865,-0.08859971744049563,-0.06084827808677879,-0.06973739009895813,-0.04618207844720112,,0.19409276919644738,0.04035777745550869,0.18102424191026695,-0.4559412260778705,-0.3888283423362834,-0.06716820466437633,-0.03278828940479437,-0.3846180402759846,0.12363507465216653,0.09184665891658152,0.24413098234358124,-0.042095765485998846,0.06635067878640508,0.17338446944188832,0.17626306453256163,-0.19472713570736758,-0.06128753611909987,0.09699549710043431,0.13476636638245373,-0.15124434094593786,-0.23748846870958726,0.3509715131240686,1.0,0.13801639410474295,-0.15820225319936337,0.13046171571113682,0.272820481678223,0.2778140658398824
HE grade,0.05408769863310413,-0.09541190600804852,0.2832224440482659,-0.06603244837956557,-0.07251453566946935,-0.05081951109800425,-0.04564638018895066,-0.08277779949687604,0.031165653230334302,0.02869508637313288,-0.006577802657262515,0.11392909834627142,-0.04440738128739206,-0.08578397072792132,0.09843495614880098,0.12807411275227273,-0.043645016121274284,-0.12552282368369097,-0.08526713487247681,-0.17158432961136239,0.24736236735095146,-0.10498780841688475,-0.22800363902496412,0.07615891193465925,,0.2832224440482659,0.12883152408758233,0.12395888928110398,-0.12367603791758014,0.00571680633153928,0.08915345967534971,-0.07821472403189825,-0.14453012927105788,0.2189787599093594,-0.1420260693038442,0.2154989082410082,0.04162843050080571,0.23286836672178127,0.20314245095838504,0.04574097464104192,-0.050938886995108075,-0.028935869836790095,-0.054493276306915445,-0.06207492083000005,-0.13204172918246296,-0.08066930673897633,-0.1106316528116216,0.13801639410474295,1.0,-0.2269223499119393,0.05408769863310411,0.24829570701400264,-0.12161334949946236
Calprotectin/(µg/g),,0.28292619622984766,-0.14290678769315673,0.04703333843090868,-0.03967316065431273,-0.10955449971071486,-0.3147494366990101,-0.18737023845104867,-0.3596946652195452,-0.32045494414323533,-0.004634710887630102,-0.26615168704537834,-0.2872876076695878,-0.2959294350634417,-0.1256603288946422,-0.18798506051696698,-0.29986426588330795,0.1413865300038166,-0.04857206411212412,-0.11822865645898717,-0.08623274257729147,0.35384273929855736,-0.27050698077322755,-0.40646929092900486,,-0.14290678769315673,0.08260885180134057,0.4174707131276948,0.06096103156219881,0.10125819140001757,-0.15153221772674408,0.07470721966170385,-0.12775490732950323,-0.07579165686930447,0.021839698662283125,0.006899033222450984,-0.4286635144181402,0.531678435943977,-0.14317875730064342,-0.00498351142348394,0.06329168166295812,0.07678161254065739,0.3657989821250407,0.25505069064033836,-0.18266409061030728,0.6287946321363024,-0.09657846821850603,-0.15820225319936337,-0.2269223499119393,1.0,,,
Days after treatment,1.0,-5.3828075770777975e-17,0.08166219903321398,0.09116070167712967,0.11285188310795045,0.09882336654350656,0.14192738680977865,0.08328345604413186,0.007820660642112745,0.025109278273789632,-0.07707127056272614,-0.040924948734328705,0.07039551816435956,0.13124979487171537,0.1322259256804325,-0.0862517993617758,0.07417091756234691,-0.09726096847217269,-0.07934893225375264,-0.0913777440275485,-0.04668092320472412,-0.32841536641683966,0.020122710594751438,0.19880245754478013,,0.08166219903321398,0.023669706019791875,0.08357086007054536,0.005736748303590872,-0.09202253526942843,0.015128982047539132,0.07361736038292102,-0.04467782953813477,0.00781371424168915,-0.06674411007784355,0.038570630361431775,-0.04754472676750192,,0.027188185865041223,0.03477579592601615,-0.02968727895776657,-0.057715720164338395,-0.01826193191942372,-0.012915301418953768,-0.01503012939166504,-0.019661285944663775,,0.13046171571113682,0.05408769863310411,,1.0,-0.04310227608730148,-0.061508246507399285
N/L ratio,-0.04310227608730148,0.11970661336099488,0.2054324837980351,0.1346342339018513,0.08168383391529838,0.06699041269745952,0.13184852550350504,-0.04023074492853999,0.07445467406460045,0.16587967651441213,-0.0662631291300918,-0.03776972181358793,0.13117696894612055,0.05430605668562224,-0.05667643464882476,-0.046621904833671096,0.04646950125807505,-0.060378884657129234,0.2273788562710368,-0.008120655820683982,0.014116505304760843,-0.2666691787688072,-0.1129847464205477,-0.20201056633593628,,0.2054324837980351,-0.0613573270984862,0.48215284237731126,-0.4837689525254864,0.14179810704589513,0.12315089351516538,0.23683675162133372,-0.021759973655799538,0.31112800942363394,0.0868614860317039,0.5425263464682937,-0.4022689671269925,,0.28452139562177964,0.2895055236218424,0.23875653829516327,0.18122544934944235,0.30475166258219305,0.21783781277655676,-0.14839175665038332,-0.22338054381386488,,0.272820481678223,0.24829570701400264,,-0.04310227608730148,1.0,0.09794309574676613
Calprotectin (µg/g),-0.061508246507399285,0.24911992024414628,-0.20855337011224348,0.13407912653570736,0.12006818631533756,0.09607025425834212,0.11699810603096132,0.0701059815280858,0.10810396229067284,0.10509857597617266,-0.01902243646466261,0.13231613705917114,0.12863965844119818,0.18799177119278962,0.019867553416733266,-0.1724839853041265,0.1916301339394605,0.004993319094186222,0.1547369333249813,0.114887218221795,0.058411956547081374,-0.16106220236101634,-0.030569799168526573,-0.10801935745429778,,-0.20855337011224348,0.06680341303753808,0.02098547386443321,-0.14107897621594012,0.04505739873767848,-0.1932680478454848,0.011444258800036787,-0.2357866957836358,0.18723372411119765,0.16802353904770437,0.18683191316473285,0.033489152770794756,,0.11799847942374911,-0.19492047630530807,-0.05419992428372255,0.15172598086008712,0.22679300013340234,0.4684402471832027,-0.21568922448027417,0.20734199228327796,,0.2778140658398824,-0.12161334949946236,,-0.061508246507399285,0.09794309574676613,1.0
