Best_Hit_ARO,FMT102,FMT103,FMT104,FMT105,FMT106,FMT107,FMT108,FMT109,FMT110,FMT111,FMT112,FMT113,FMT114,FMT115,FMT116,FMT117,FMT118,FMT119,FMT120,FMT121,FMT122,FMT123,FMT124,FMT125,FMT126,FMT127,FMT128,FMT129,FMT130,FMT131,FMT132,FMT133,FMT134,FMT135,FMT136,FMT137,FMT138,FMT139,FMT141,FMT142,FMT143,FMT144,FMT145,FMT146,FMT147,FMT148,FMT149,FMT150,FMT151,FMT152,FMT153,FMT154,FMT155,FMT156,FMT157,FMT158,FMT159,FMT161,FMT163,FMT164,FMT165,FMT166,FMT167,FMT168,FMT169,FMT170,FMT171,FMT172,FMT173,FMT174,FMT175,FMT177,FMT178,FMT180,FMT181,FMT182,FMT183,FMT184,FMT185,FMT186,FMT188,FMT189,FMT190,FMT191,FMT192,FMT193,FMT194,FMT195,FMT196,FMT201
AAC(3)-IV,0.0,0.0,6.482265861813901e-06,6.1832906144594e-07,0.0,5.31486155333701e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48444366481589e-06,1.8918886387283299e-06,0.0,0.0,6.335930532310121e-07,2.5129816765264703e-06,4.41903709462926e-06,0.0,0.0,0.0,0.0,0.0,1.30110075899259e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35279131444149e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.2868564072964205e-06,2.397032977357e-06,3.083583605794e-06,5.52882362191239e-06,7.9079057995744e-06,9.56005613790966e-06,0.0,0.0,0.0,0.0,5.52514338650634e-06,3.72901523258955e-06,7.89832713868754e-06,8.47302241786559e-06,6.23621711678387e-07,2.48404267153469e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAC(3)-IXa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.173354135839509e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.92568337223129e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACT-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47938496914897e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APH(6)-Ic,0.0,0.0,0.0,1.02743499636032e-07,3.488560732145875e-05,0.0,0.0,1.1678651209977904e-05,5.355111308999646e-06,8.02529340214813e-06,9.600720346386247e-06,1.248528854974064e-05,1.5498526183552895e-05,2.273374539897174e-05,3.053658600742131e-05,5.344701766668028e-06,5.198104665138558e-06,0.0,0.0,1.31556807353705e-06,2.11857238122093e-07,2.07841059777298e-07,5.995752911360041e-06,1.6202079184248885e-05,3.553720544125169e-05,2.889566557145386e-05,6.094152131156464e-05,4.9808719044610096e-05,3.197369222034902e-05,8.964276129090826e-05,5.546571667923646e-06,9.216443173134408e-06,2.1953820604219174e-05,6.0132886812729475e-06,4.29853780090407e-06,0.0,0.0,0.0,8.534947206151844e-05,3.0966516789265876e-05,1.4721904910679753e-05,1.3484911886016858e-05,6.102956611379176e-06,1.0159480855553564e-05,4.758153176587078e-06,0.0,2.3923466785216695e-06,1.414922965927945e-06,1.5272512498898865e-06,6.333151573114501e-07,1.6687893572676483e-05,3.054859848313625e-06,1.0190325467249698e-07,2.5331807076749184e-05,2.938565261042319e-05,3.0909495430467056e-05,4.5647123227252416e-05,1.2308665330951042e-05,2.2740132047408197e-05,1.0247558810795801e-07,1.599031235080293e-05,2.5950874936880115e-05,1.6722801532025644e-05,1.3720112675549478e-05,3.347806446872668e-05,3.072531263199118e-05,2.1922611101492886e-05,1.9700973955749998e-05,3.329779274945906e-05,5.5616584860883476e-05,3.2871309235453986e-05,1.877745652363922e-05,3.4636282116470076e-05,1.423195930729921e-05,2.0919892820388365e-05,1.7408362826458026e-05,6.438046835111449e-06,6.524218992090265e-05,2.4167953950408403e-05,1.2308858059068512e-05,3.564659906448441e-05,6.460620587995551e-05,3.31449454792852e-05,5.71734801080797e-05,2.6664359940512e-05,1.2177688749315622e-05,3.172413679200671e-06,4.810694383970791e-05,7.635909586443289e-05,3.424380660254913e-05
Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,2.035068853900387e-06,8.8208179571123e-07,5.123252958380804e-05,2.1835722693158257e-05,6.09902443786637e-06,0.00019741613648376364,2.1168267211621992e-06,3.55904429954153e-07,8.05241273877905e-08,0.0,2.40816936638144e-07,3.88884783622349e-06,3.7072528433530804e-06,2.1137706601628622e-07,8.95828942901283e-07,7.5595078740177595e-06,9.04305905608639e-05,2.1139135288261878e-05,7.835064814236994e-06,2.1202936646856195e-06,3.0043235485140512e-05,9.500009445973214e-05,9.182331331829239e-05,8.76557357537803e-08,0.0,0.0,2.2505366922875198e-07,0.0,0.0,7.896121115303099e-08,4.647082184386575e-06,4.56408864229176e-06,3.2932732512885863e-07,5.22361915593485e-07,1.0354810712243817e-05,5.426985028361926e-07,0.0,4.99990462143541e-07,1.463204683724481e-06,6.578062807284519e-07,8.03361586531777e-08,0.0,0.0,8.2699590147655e-08,3.319256133711044e-07,9.430671978527969e-07,8.07414024330562e-08,1.549722177621782e-06,9.227953534439416e-07,8.936843936536779e-07,1.137166625682793e-05,1.6742463150737706e-06,1.682308420108235e-05,7.769558873784407e-06,1.4914636903010884e-05,2.4063816502562763e-06,1.4279595931650447e-05,0.0002005029282275925,8.97260079044501e-05,0.00010799330698303813,8.402685812220225e-05,0.00018657323870187016,0.00019373162581372652,5.46220178665009e-07,2.603802419758554e-07,8.236661257410531e-07,5.96967064746104e-07,7.87188327532513e-05,6.25195111065489e-05,8.97799591846953e-05,0.0001202336784005542,1.924502227961592e-05,1.638908983877799e-05,1.4440526842083461e-06,5.195347291838448e-07,7.66764012169145e-07,7.677515935136803e-07,1.661482170746958e-07,1.631096289618491e-06,3.4574721760090137e-07,1.805584573484944e-06,1.7948826670172986e-06,0.0,2.83082187570149e-07,8.314008898855641e-07,1.0772882981384985e-06,9.47788669269603e-07,2.7851052424349857e-06,1.1958194550498786e-06,4.797270033933336e-07
H-NS,1.9986187250723399e-07,0.0,9.213557657522e-06,3.24796445197727e-06,1.29801804901865e-06,3.4304412273099e-05,0.0,1.86139752014395e-07,0.0,0.0,0.0,8.054127426502271e-07,5.917038315383061e-07,0.0,0.0,5.99152260482835e-07,1.90030999600545e-05,4.87143610159447e-06,1.91381531587926e-06,2.31132182771106e-07,2.2058769095438056e-06,1.53355412703757e-05,2.24321104522713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91775008254589e-07,0.0,0.0,2.1769520022117598e-06,0.0,0.0,0.0,1.9364983344553302e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92389683194524e-07,1.9629411364847303e-06,1.9600598214813897e-07,3.1332935325973204e-06,4.2067960101024705e-07,0.0,0.0,5.287569145725005e-06,3.52743891626615e-05,2.70339533822706e-05,2.36292586421518e-05,2.20186608662928e-05,4.51099207235877e-05,5.00325269436599e-05,3.9291882346797397e-07,0.0,0.0,1.9065083440411999e-07,1.8968969179641e-05,1.32505737899601e-05,2.27153704010223e-05,2.78637314263276e-05,4.62461044615433e-06,2.8782797809215197e-06,3.77623297030735e-07,1.90303464993441e-07,0.0,0.0,0.0,1.8534098396420398e-07,0.0,1.86425352205683e-07,3.6714638557428497e-07,0.0,0.0,0.0,0.0,0.0,5.60274639788221e-07,0.0,0.0
Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,1.7940795470847102e-07,4.90202969605903e-07,2.1669917626335437e-05,6.004825520323902e-06,3.025149714187705e-06,0.00011852422849757263,1.911239550951854e-06,2.81263801855368e-07,0.0,0.0,5.58771613025687e-08,1.82551105507309e-06,2.5034396403963625e-06,1.83608770068563e-07,0.0,4.104209938248008e-06,4.648137279066386e-05,8.669550758487185e-06,3.5280486756905e-06,3.819763441585641e-06,1.355603073274776e-05,3.799780439128788e-05,4.50370940374294e-05,5.878440682978481e-08,0.0,1.668105465081495e-07,0.0,1.10320647889579e-07,0.0,0.0,1.2919678537804505e-06,2.0864506516276706e-06,3.6118162137167103e-07,5.66537497692001e-08,5.562164445842487e-06,1.21316303690037e-07,6.10322501189009e-08,2.3968854361335504e-07,4.68178884255414e-07,4.46056874949896e-07,1.1184320899084198e-07,5.811047967929571e-08,0.0,0.0,5.564966777656469e-08,5.37107263478441e-07,5.62036926953362e-08,3.365343605431477e-07,2.2076660757554738e-07,3.5804877286460163e-07,5.220290316111514e-06,8.29281676592804e-07,1.0077208445215189e-05,7.906694404311591e-06,7.78522461532881e-07,4.4698578817700196e-07,8.408078487893337e-06,0.00012899942104739208,4.7899962892176356e-05,5.764402926264452e-05,4.5718917839375587e-05,9.855738539420868e-05,0.00010874259525713346,7.124572215005028e-07,8.838705524741631e-07,1.1426517409420795e-06,3.45696249819355e-07,4.563115967954111e-05,3.505316525937314e-05,4.232315038531407e-05,5.6683759602419965e-05,9.957830557445219e-06,1.03800509767653e-05,1.7118067963872052e-06,1.72533192370963e-07,2.89688235800361e-07,1.1878697589595402e-07,5.67499472845796e-08,4.480909357640511e-07,2.28429919947832e-07,4.508083810295831e-07,1.05406542955198e-06,5.66116594594478e-08,0.0,4.533610925865308e-07,5.56734319527135e-07,2.2229054134636608e-07,1.298304238364765e-06,5.599101980380357e-07,1.7025460904886e-07
LRA-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCR-4,0.0,0.0,0.0,0.0,0.0,0.0,1.5866386124181e-07,0.0,0.0,0.0,0.0,3.3340341439939605e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7065084599902294e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.31058970488074e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXA-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpmB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89798539512499e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2949622622319305e-06,0.0,0.0,0.0,6.23082050552913e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QnrB33,0.0,0.0,0.0,3.45845068266373e-06,1.11887270084901e-06,0.0,4.04727307065972e-06,5.61574167094278e-07,0.0,0.0,0.0,0.0,1.2495982611809e-05,3.42155461691609e-05,1.01518235247467e-05,4.820298412020099e-06,2.98600970417523e-06,1.29332500161654e-05,0.0,0.0,0.0,0.0,0.0,5.868477224193771e-07,0.0,5.55092722561018e-07,0.0,3.854678230921489e-06,0.0,0.0,0.0,5.95118369883146e-06,1.0216134392075e-05,1.16572291897981e-06,0.0,2.66443502239916e-05,1.70600655756087e-05,1.1964114592225901e-06,1.1684634018069401e-06,2.7831302896767897e-06,3.3496093268952e-06,0.0,0.0,5.53666747598707e-07,0.0,0.0,0.0,0.0,0.0,1.1318993833694198e-05,1.12519778365955e-05,1.36008218799064e-05,0.0,0.0,5.56323325101176e-07,0.0,0.0,2.26427741469663e-06,0.0,0.0,4.0086574283169e-06,3.9694181653665495e-06,5.56994796170584e-07,5.33437250165842e-06,4.11773817836268e-06,1.1424088948146798e-06,3.45110323972203e-06,1.60239563375137e-05,6.37303450767423e-06,2.8318643587210898e-06,0.0,1.10455031983714e-05,1.09992567447193e-05,2.27854057191427e-06,5.16722289694055e-06,5.2055502982295405e-06,2.96464105096258e-06,3.96576326532748e-06,1.1183286490043502e-06,5.78687080306594e-06,5.62435808349349e-07,5.53830988408668e-07,0.0,4.52217925788555e-06,0.0,3.41577748365948e-06,0.0,5.63440033233353e-07,0.0,0.0
Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abcA,0.0,0.0,0.0,0.0,1.397932715648997e-06,0.0,0.0,0.0,0.0,0.0,1.2906528630279602e-07,0.0,5.16290598106953e-06,0.0,6.079384975834469e-07,0.0,3.10896304493539e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3290051775288e-07,0.0,0.0,0.0,0.0,2.53914482923472e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1185745967592087e-05,0.0,9.68759560229496e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.475166407706739e-07,1.6733332955004e-06,3.90060287884808e-07,1.392955391086934e-06,0.0,0.0,0.0,0.0,2.30734651976972e-07,0.0,0.0,0.0,0.0,0.0,4.50196868530146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76757503461633e-07,3.8812582524268496e-07,3.7690683816753208e-06,0.0,0.0,1.150704130628273e-06,6.539425887628611e-07,2.61793807385752e-07,2.950517334904816e-06,0.0,0.0,0.0,1.546802070341682e-06
acrD,0.0,0.0,6.726879667920079e-07,0.0,1.817235744962265e-06,3.06412353703916e-06,0.0,1.982824788315383e-06,0.0,1.1170243112758999e-06,2.157851271885347e-06,6.76242774489341e-07,4.022020435094541e-06,1.20161739522648e-07,1.8223518503736471e-06,6.70749071483928e-07,3.913287786900739e-06,2.61770755044171e-06,0.0,0.0,1.9725066751531503e-06,4.822820789461093e-06,6.3625475024918596e-06,3.52108633451626e-07,1.14880108566049e-07,7.77129811585425e-07,1.11382493923383e-06,3.871657170748171e-06,7.99634841464194e-06,8.14748097080691e-06,0.0,0.0,2.36373305542128e-07,0.0,0.0,0.0,0.0,0.0,5.71281231533444e-06,1.9778779258636395e-06,2.069779429910662e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57783895843853e-06,6.6317838747563e-07,9.026257659268941e-07,3.77964868908994e-07,0.0,2.804283109755443e-06,2.2359561641358133e-06,2.048780643462753e-06,6.2935144559088685e-06,1.0798191243026722e-05,4.519971264024858e-06,4.47992335181392e-06,7.1070110635341024e-06,2.3956134078609044e-06,4.185859682121009e-06,1.7776302438396911e-06,1.764254726658007e-06,3.6790326450094482e-06,2.5169087655250604e-06,4.787750835615611e-06,7.0235650111934295e-06,7.066748307745657e-06,9.260659508529029e-06,2.923520934677196e-06,1.9354832482374468e-06,0.0,1.4114173653680197e-07,0.0,1.18585642038503e-07,1.625018709435381e-06,4.70117405825203e-06,1.464560552409271e-06,1.133776850330896e-06,1.470421274225013e-06,3.4177874107155e-06,9.22807204812269e-07,4.78428182997461e-06,8.41609618890543e-07,0.0,1.3474898731896128e-06,1.484041979899816e-06,2.562710209761e-06
adeF,2.4711695384432832e-06,9.354184380504721e-07,1.861141758357819e-05,2.3657913517098854e-05,0.00012184489704295475,0.0001890013427752975,7.02727118250444e-05,7.424490236795159e-05,5.527858866545523e-05,7.771024031990544e-05,7.079382621685948e-05,8.311436433075387e-05,5.824168959341756e-05,2.2852201121671598e-05,3.8702124247308056e-05,4.7646177157100415e-05,6.021007297557666e-05,5.785433817552944e-05,0.00014897136234966494,2.5341162443178155e-05,4.554566745553888e-05,0.0001878485997943364,6.154053724240303e-05,8.688644060109836e-06,1.355688450046252e-05,2.735515140474789e-05,5.210196653539152e-05,1.9102114857114906e-05,5.060671270064018e-05,3.372213528427265e-05,6.284241453139403e-05,8.784633837324406e-05,2.5258875868152916e-05,0.00010117676976987689,1.4564106334460085e-05,3.778394399865036e-07,7.3848581354974545e-06,9.245845335073515e-06,0.00011004278872700398,7.56513661660209e-06,2.312845173299739e-05,0.00011239152472568982,8.232530957136177e-05,4.457987701872757e-05,4.858557205758004e-05,6.235036336114377e-05,6.945486215321972e-05,4.2741914781536006e-05,6.947591029740936e-05,0.00015233001645629775,9.285464430879734e-05,6.304032046882268e-05,0.00015007765861218468,5.09665621186243e-05,4.7462008063780086e-05,6.650997918136763e-05,7.818838363064963e-05,9.206997260952676e-05,0.00010062641076730723,6.2016196317788e-05,6.0938272226682086e-05,9.284773247935437e-05,0.00013595301294174185,0.00010595810421154618,0.0001217406532105953,0.00010011038742728752,0.00011394373886399831,6.027447807599504e-05,5.520580107437963e-05,8.19837544164584e-05,8.365181539083449e-05,4.857861564097962e-05,4.8803162294002497e-05,9.978359082552787e-05,9.475032025220346e-05,6.24869445748637e-05,9.088517892635036e-05,7.065111782672314e-05,6.112902999234516e-05,5.123085432657978e-05,3.940273047830473e-05,2.6379016080901302e-05,7.251481838730049e-05,7.175499859274975e-05,9.691916550320466e-05,7.064960986042309e-05,9.697547037455806e-05,5.0682067692319944e-05,3.6477417262293995e-05,8.913177116669479e-05
cepA,0.0,0.0,0.0,0.0,2.10234042516215e-07,0.0,0.0,0.0,0.0,0.0,5.240708281403339e-07,1.14142888687691e-06,1.11808155004053e-07,0.0,0.0,4.30219308907208e-06,2.244262070654e-06,0.0,0.0,0.0,2.2195934985799798e-07,3.19124663539787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3807421796056607e-07,0.0,0.0,0.0,1.1240171352568901e-07,7.684321416341829e-07,1.0458897266938301e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22550014200179e-07,1.1111167140881801e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0760272441796901e-07,0.0,0.0,0.0,0.0,0.0,1.51306330998429e-06,0.0,6.5317145793766e-07,1.06420380359582e-07,0.0,1.74772963782478e-06,3.26327261786007e-07,6.42200129345263e-07,2.1575806859128998e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0406378444621499e-07,0.0,2.1242721036245802e-07,0.0,0.0,0.0,0.0,0.0,0.0
cfrC,0.0,0.0,0.0,3.28148317697187e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23678961204354e-07,0.0,9.127532906145441e-07,0.0,0.0,3.05680859014962e-07,3.0310086010736e-07,1.21828090328125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166787099196921e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.43815490744692e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.73600799348319e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cphA6,0.0,0.0,2.87519856774003e-07,0.0,0.0,0.0,1.32049278065764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86691135392324e-07,0.0,5.59429436183107e-07,4.67032673052472e-06,3.80436116964377e-06,1.12411670734534e-05,2.2292579388541303e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61081423973731e-07,0.0,5.6632231972751e-07,0.0,0.0,1.70453426566141e-06,0.0,0.0,0.0,2.77981212526652e-06,0.0,0.0,1.26971398099261e-05,0.0,0.0,0.0,0.0,8.009026209085409e-07,2.66423035429992e-07,0.0,1.70073167110686e-06,2.81777034108292e-07,0.0,0.0,2.66317328058906e-07,2.64702227265882e-07,0.0,1.06502327513316e-06,0.0,0.0,0.0,5.4495573334262e-07,1.07924272698906e-06,5.30043435065556e-07,2.53812885159554e-06,3.35870809940182e-06,2.44604485139756e-06,1.36838098886828e-06,0.0,2.7566644864573304e-07,0.0,0.0,0.0,0.0,8.13108228283922e-07,8.195326637620759e-07,2.7520382401034304e-07,0.0,0.0,0.0,0.0,2.67610586230739e-07,0.0,2.68905382432377e-07,2.68960258281499e-07,5.38366297446506e-07,0.0,0.0,5.36176805818836e-07,0.0,2.6956979766069497e-07
efrB,0.0,0.0,0.0,6.43396455828883e-06,0.0,0.0,0.0,0.0,0.0,4.45300232197826e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38105051172909e-06,0.0,0.0,0.0,0.0,0.0,9.15936000729306e-07,0.0,1.77609922742691e-06,0.0,0.0,4.3748779152355e-07,1.599718758130806e-06,9.489725357596109e-07,2.40379632754706e-07,0.0,0.0,0.0,0.0,0.0,4.6580635612573995e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.957743468715661e-08,0.0,0.0,0.0,0.0,5.313878580013817e-07,0.0,0.0,0.0,1.3306652505798402e-06,1.79216889028155e-06,1.7301871474723848e-06,0.0,1.33618392318887e-06,0.0,4.5658453334111394e-07,5.088211702323147e-07,4.44090445595465e-07,0.0,9.38017577310418e-07,4.5541976212206896e-07,4.5859254762072105e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61385645109311e-07,4.484285499001571e-07,5.538309884086679e-08,1.3517946252006e-06,0.0,0.0,4.5389835931511096e-07,0.0,8.984584313721029e-07,0.0,9.034231056736808e-07
floR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73326797979463e-07,2.3582065877852898e-07,0.0,2.3508320005152102e-07,0.0,1.00307887632208e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16169710624338e-06,2.3124354694816198e-07,1.7531054462849098e-06,0.0,2.5325711308085103e-07,1.22817236106802e-06,1.50973034958582e-06,0.0,0.0,0.0,1.7234835176652401e-06,1.6420468709093099e-06,9.4108071565151e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99147888991831e-07,0.0,0.0,4.7176212399006204e-07,1.40670326489869e-06,2.36822317644348e-07,2.35826582350913e-07,0.0,1.88338305363764e-06,0.0,7.240126171551941e-07,7.169255257855909e-07,4.6946704248663504e-07,2.4978410920464e-06,4.21437897234467e-06,8.18454372499375e-06,2.1815902622528597e-06,2.41176893855435e-07,0.0,0.0,2.3776338417479997e-07,2.44994243873652e-07,0.0,1.4403631472458099e-06,1.6937008384416202e-06,1.70626370886413e-06,2.49876888581132e-07,0.0,0.0,0.0,2.3702651923294001e-07,4.6680040451587706e-07,0.0,0.0,0.0,2.39917704209416e-07,0.0,2.3744972829119896e-07,2.3556221903171702e-07,4.77523641570374e-07
