CAZyme,FMT102,FMT103,FMT104,FMT105,FMT106,FMT107,FMT108,FMT109,FMT110,FMT111,FMT112,FMT113,FMT114,FMT115,FMT116,FMT117,FMT118,FMT119,FMT120,FMT121,FMT122,FMT123,FMT124,FMT125,FMT126,FMT127,FMT128,FMT129,FMT130,FMT131,FMT132,FMT133,FMT134,FMT135,FMT136,FMT137,FMT138,FMT139,FMT141,FMT142,FMT143,FMT144,FMT145,FMT146,FMT147,FMT148,FMT149,FMT150,FMT151,FMT152,FMT153,FMT154,FMT155,FMT156,FMT157,FMT158,FMT159,FMT161,FMT163,FMT164,FMT165,FMT166,FMT167,FMT168,FMT169,FMT170,FMT171,FMT172,FMT173,FMT174,FMT175,FMT177,FMT178,FMT180,FMT181,FMT182,FMT183,FMT184,FMT185,FMT186,FMT188,FMT189,FMT190,FMT191,FMT192,FMT193,FMT194,FMT195,FMT196,FMT201
CBM32-GH84-CBM32,0.0,0.0,0.0,6.57161321343511e-07,0.0,0.0,1.92261764226186e-07,5.33540674050924e-07,3.72148543644056e-07,2.65315758314325e-07,1.58993468633879e-07,3.661503271246242e-07,1.887320897108093e-07,5.92756173101168e-07,9.321557372481749e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64555843054733e-08,2.4992344382432383e-07,1.2281878644736466e-06,2.395698025294713e-07,0.0,0.0,0.0,0.0,5.67263147992525e-08,0.0,0.0,0.0,2.87008079544586e-08,0.0,0.0,5.23602558849435e-07,0.0,0.0,0.0,8.77352077639368e-07,0.0,0.0,0.0,0.0,0.0,2.80910344785577e-07,0.0,2.65888475678779e-08,0.0,2.66949472384933e-08,5.3165413090383e-08,5.37811463233096e-08,2.12297606690233e-07,2.7310321790446e-08,5.1424164209142504e-08,2.6937620399888e-08,3.96892427223e-07,3.37872225011108e-07,1.11776651724591e-07,2.257561270272729e-06,7.29803194063082e-08,2.71858012397431e-08,4.40356066113634e-07,0.0,1.60806153548174e-07,1.65696590059475e-07,3.30005668923691e-07,0.0,2.72737655143579e-08,5.49521323305677e-08,0.0,0.0,2.218657452987638e-06,1.30281661196078e-07,1.06871860523709e-07,2.63092015427628e-07,3.33901422967378e-07,0.0,2.38757907122904e-06,1.320568036002489e-07,0.0,8.0297009567072e-08,1.32764535686153e-07,3.65510594453779e-07
CBM32-GH84-CBM32-CBM32,0.0,0.0,0.0,0.0,0.0,0.0,2.40569324167765e-08,0.0,0.0,0.0,0.0,0.0,2.4758646453648e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47889185228649e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37666166410671e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBM32-GH84-CBM32-GH20-CBM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44515704961548e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBM32-GH87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834572465106217e-07,2.086849772889239e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75909609360573e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1151637750275471e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56416995438995e-08,2.4999877271178003e-07,1.966641056423572e-07,3.63575950073222e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84454634707337e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90574789260332e-08,0.0,0.0,0.0,0.0,0.0,2.85859392249517e-08,0.0,0.0,0.0,0.0
CBM32-GH89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2738329375111e-07,7.56066234251773e-07,2.51543642615566e-07,3.34978605671379e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79370566981432e-07,0.0,5.90271194035323e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3558731077491673e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7781349735078e-07,3.55104985469401e-07,0.0,0.0,8.35192778141714e-08,2.518143079894797e-07,1.68018939079531e-07,1.69964844105726e-07,2.51596972814189e-07,0.0,8.59726602219909e-08,0.0,5.01720503420831e-07,0.0,0.0,0.0,0.0,0.0,6.08851087594138e-07,0.0,1.69398848775939e-07,1.74550606322195e-07,2.60729669722153e-07,8.55177441112861e-08,0.0,0.0,0.0,0.0,5.5539890817556e-08,0.0,1.68873855942044e-07,3.32580440876452e-07,0.0,0.0,0.0,0.0,0.0,8.45876894676026e-08,1.67830588623106e-07,5.5862118383973805e-08
CBM32-GH89-CBM32,0.0,0.0,0.0,3.86062817235963e-06,6.767891586276703e-07,0.0,4.26675799462027e-08,1.7041842137856308e-06,5.67057008042904e-07,1.416485071930123e-06,1.871347905849333e-06,1.394193852726213e-06,3.221250101941126e-07,1.3014258009162937e-06,1.1827634940331474e-06,3.61169832480415e-06,2.147610928039832e-07,1.84492686400812e-08,0.0,1.93019961143956e-08,1.1146048370230964e-06,1.01822542132662e-05,0.0,2.13070865370727e-08,1.251354984101549e-07,2.00802660022834e-07,4.94791876287029e-08,2.377040377644636e-07,1.8478227371781483e-06,6.146698177791878e-07,0.0,1.7302210324425498e-07,3.15725697518425e-08,3.1703478886545168e-06,0.0,0.0,0.0,2.17194695674255e-08,2.74513403105028e-07,1.731105621527205e-06,1.820332527027401e-06,5.05863693971231e-08,7.202421076875593e-06,4.972117291919608e-06,1.3540552364382819e-05,4.34233097525062e-08,2.8838131549395165e-06,3.767090251183017e-06,2.552574425764658e-06,1.12592125020546e-07,8.661965130147422e-07,7.529335405058052e-07,5.38244318562712e-08,9.24953770179122e-06,3.1905638244525816e-06,3.741817930850652e-06,3.95499074929773e-06,5.83686738693737e-06,4.164820663713515e-06,2.91028911743749e-07,3.4990449728510076e-06,2.177790217638983e-06,1.3502285590948255e-06,2.3577432024073222e-07,2.550450817515896e-07,5.216057211515086e-06,3.7288534221175553e-06,1.0983772044482636e-06,2.605500810809379e-06,1.186283490979953e-07,2.7179280901053106e-06,6.722369437488546e-07,7.52421412721006e-07,5.290282914173962e-06,6.38990242825327e-06,4.385278285434062e-06,2.7513143808550386e-06,4.73118188497799e-07,6.668261643148502e-06,1.74340970866489e-06,2.6330119270636535e-06,2.88229238010879e-06,3.1019006822994986e-06,6.757877740943707e-07,6.346080095404148e-06,1.4530712486471942e-06,3.057617989205838e-07,1.235684188910553e-06,1.7830260591352279e-06,3.193020585105449e-06
CBM32-GH89-CBM32-CBM32-CBM32,9.08893286115275e-05,4.82895133212053e-05,4.066211806521165e-05,5.56518122074796e-05,1.3364225568594328e-06,1.29530247228774e-07,9.828977047564353e-06,1.819346331808523e-07,2.690685265411578e-05,8.21341405349929e-08,8.21566267125077e-08,2.1831324237367954e-05,2.60770505484529e-05,2.58773038254158e-05,3.48815251213615e-05,0.0001459203570756,8.65942814210817e-05,1.558744997812035e-07,1.35856082243872e-07,1.80896075249569e-07,2.43203714350887e-07,1.73456493213383e-05,7.22806181380464e-05,3.45204542599633e-08,1.18258935288579e-07,3.26525130918246e-08,3.2759557036289e-08,2.20244655425135e-07,4.423101381140983e-07,1.098385886230235e-07,4.73670564250459e-05,6.30125332817449e-07,1.8293597051553e-05,1.71429841026443e-07,4.982089186972652e-05,6.74835848921819e-05,7.4942430921424e-05,3.90417210002196e-05,2.490242546765097e-06,1.37683092565775e-05,1.01309262485017e-05,4.465776394243747e-07,9.166802836252348e-06,7.000143556525798e-06,0.0,9.884041983005604e-07,1.6780881550817067e-05,2.7416315577511808e-05,3.38274087623218e-05,2.14815579568253e-05,2.6266226900288e-05,5.17596495071631e-05,1.68145450132585e-08,1.109651021837636e-07,9.81747044296193e-08,1.65279783002037e-08,4.94994525505396e-08,1.658448066959618e-07,1.65540951474931e-08,2.0670166513539253e-06,3.36861968766126e-08,1.16747593099016e-07,4.713505832896756e-07,2.817277259815205e-05,2.3928125823327816e-05,4.512186361605125e-06,6.369433074674179e-07,4.770169431033555e-05,0.00011512371429851892,3.323288665081597e-05,3.3718308838508e-05,2.3381734347662084e-05,3.89741465768769e-05,2.0155258877629672e-07,1.6886349336407e-08,1.198501984966099e-07,1.74390650056622e-08,4.99886125881616e-08,1.7875480618122432e-06,1.0926973692848e-05,3.10632618425997e-08,3.2578293435804e-08,3.208328489083503e-07,1.66256590363439e-08,1.67933138302671e-06,4.520232100423501e-06,3.28781213263847e-06,1.59285874272965e-08,9.87640689827481e-08,2.408958092868932e-07
CBM32-GH89-CBM32-CBM32-CBM32-CBM32-CBM32,0.0,0.0,0.0,4.84675986406556e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70265401652898e-08,0.0,0.0,0.0,0.0,1.6738676726493e-08,1.02158990626502e-06,0.0,7.2403117016279e-07,9.93281271098499e-08,1.64149634452442e-08,2.04532290365603e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66505341002932e-07,0.0,1.6843703482812e-08,0.0,8.36746828749068e-08,0.0,0.0,0.0,1.31001122482869e-07,0.0,1.56474228255596e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58938358843995e-08,2.18564228806129e-07,0.0,0.0,0.0,3.22430864835471e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBM32-GH92-CBM32-CBM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69693895050431e-08,0.0,1.60619400191169e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49632177377742e-07,0.0,0.0,1.83507361656335e-07,1.41207435425884e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93679256960768e-07,1.1125106916964e-07,0.0,0.0,0.0,0.0,0.0,2.10193825627423e-07,4.81206867671794e-08,1.62581006371236e-08
CBM32-GH92-CBM6,0.0,0.0,0.0,3.088876987473481e-06,9.837166908782683e-07,0.0,8.19499177240874e-07,9.956684455597959e-07,1.07164794192973e-06,7.525448404889782e-07,4.615494116777903e-07,3.85056987363601e-08,2.08231083459507e-08,1.44359069220573e-07,4.43433400697308e-07,0.0,0.0,5.78674339681696e-08,1.01640355274512e-06,0.0,0.0,1.66282473783633e-08,0.0,2.395617707548575e-07,7.065207135875391e-07,4.966203427761771e-07,7.6131402903721e-08,6.98101545903722e-08,1.677692782634237e-06,3.11588994925339e-08,3.37460143654458e-08,0.0,5.11876744436754e-08,0.0,1.6128708966895032e-07,0.0,0.0,0.0,0.0,1.294164809841569e-07,4.3516974825183394e-07,7.867210884941534e-07,1.974836033950498e-06,1.0719335791113194e-06,2.191653658192067e-06,1.9286621101373594e-06,4.1720546496641946e-07,7.403212574313948e-07,3.7403355014403656e-07,1.0033577118590091e-07,7.90179013798341e-08,3.421085547289624e-07,0.0,2.817200205233641e-07,5.872209268053394e-07,3.715160182358804e-07,1.059916684149362e-06,2.16046662460428e-07,2.34585077855222e-07,0.0,7.82848627613181e-08,2.54255759881409e-07,9.77656627738354e-07,6.68337131898981e-07,3.13957530525342e-07,9.439211962464459e-07,0.0,9.65811359832979e-08,8.172548526473122e-07,1.468619202770876e-07,7.71254814850869e-08,3.93548898464472e-07,5.412901789201876e-07,3.80029231250137e-08,1.331213990800557e-07,1.54349190975196e-07,1.68348240622514e-08,5.023911772148402e-07,2.411398689431478e-07,6.829552781823731e-07,5.7204540496772397e-08,4.48791844471378e-07,2.2374895498180732e-07,3.20992031057805e-07,1.697264306073135e-07,1.9994533478805707e-06,1.42825217138246e-07,5.91511778661349e-08,1.082127746326773e-07,1.1867547284023989e-07
CBM32-GH95-CBM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92815782227262e-08,0.0,0.0,0.0,0.0,2.06160323532873e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6654348722408e-08,0.0,0.0,0.0,0.0,0.0,3.86463998587529e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04621271437388e-08,6.09244886374818e-08,1.18318533869045e-07,0.0,0.0,4.00030890954603e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBM32-GH95-CBM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92284351987974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82773541221867e-08,0.0,1.82402083029475e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94600864154979e-08,0.0,3.75081384496751e-08,3.77694474389909e-08,0.0,3.80441175649091e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86008452702378e-08,0.0,0.0,1.84661728951651e-08,1.81836551564337e-08,0.0,0.0,0.0,0.0,0.0,1.8499144107272e-08,0.0,0.0
CBM32-GH98,0.0,0.0,0.0,0.0,8.304328735213061e-07,0.0,2.79154911350156e-07,1.421414240373284e-07,0.0,0.0,1.5555170506598909e-07,0.0,6.12700884315406e-08,3.3028750392351e-07,7.68603823991447e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5562167284246e-08,1.09533346592308e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.97636543095425e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49237547785442e-08,0.0,0.0,0.0,0.0,0.0,1.85325088684251e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89163035250464e-08,2.94631458462137e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74490417586539e-06,0.0,7.44819758684316e-08,0.0,0.0,0.0,5.16835816936244e-06,0.0,3.81021135829962e-07,0.0,0.0,0.0,0.0
CBM32-GH98-GH98,0.0,0.0,0.0,1.11979250508814e-08,3.413963101022411e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91670349412655e-08,0.0,8.185873267639039e-08,1.16403735391775e-08,0.0,1.13571136356754e-08,0.0,0.0,0.0,0.0,4.57306628166159e-08,0.0,3.42924152459034e-08,1.0783823059302e-08,0.0,3.674317487643455e-06,2.431456356528189e-07,3.919680904121435e-06,0.0,0.0,1.0980673205202853e-06,0.0,0.0,0.0,1.17707908709996e-08,1.15566922223531e-08,8.10454238204868e-08,4.950105349849975e-07,2.234695755630195e-07,0.0,6.38282102306992e-06,7.65588313094736e-08,5.127345317447463e-07,0.0,4.610834433767558e-07,9.163354798006004e-07,2.173589344007039e-06,0.0,2.46841061317048e-08,0.0,0.0,5.320056935748129e-07,5.316594765432326e-07,8.22660647776819e-07,6.92624093127607e-07,0.0,0.0,0.0,1.227533213035979e-07,2.19712921720092e-08,1.08207747692013e-08,4.154499859997132e-06,1.442015304234568e-06,5.181443247962846e-06,3.5470327924215785e-06,1.000838746269815e-06,2.706509066834953e-07,1.2303251308402567e-06,1.30987080692058e-07,2.2857506578507504e-06,4.0408279708973397e-07,0.0,1.19653891800892e-08,0.0,0.0,3.327971099841155e-06,5.158461886219655e-07,3.2648095712465485e-07,0.0,4.925503823832829e-07,4.250578856049294e-07,4.85338645453148e-06,1.097248537165069e-06,2.209525051446099e-07,7.651036705409384e-06,3.35771289021882e-08,5.729587430856034e-07,5.883953990357273e-07
CBM32-PL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBM32-PL8,0.0,0.0,0.0,3.3404275065492347e-06,5.2706532900915e-07,0.0,1.04640276585856e-07,0.0,0.0,0.0,2.52389938705621e-08,2.74853274907478e-08,0.0,5.52891439521388e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85673827505431e-07,0.0,0.0,0.0,0.0,0.0,4.98888327834581e-08,0.0,9.57981118188475e-08,0.0,9.68743055500523e-08,0.0,2.70146023698894e-08,0.0,3.27395221493922e-08,3.21440237222828e-08,0.0,0.0,0.0,3.14973060102195e-07,0.0,0.0,0.0,3.50428622738107e-07,0.0,0.0,0.0,0.0,6.36436288332025e-08,0.0,0.0,0.0,0.0,6.03918478510177e-08,3.00689631412822e-08,0.0,0.0,0.0,2.59104719840816e-08,6.09408461505663e-08,0.0,2.14538498703372e-07,5.32310588351004e-08,7.75331190115792e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59770067245648e-08,7.85090663587789e-08,0.0,0.0,0.0,0.0,2.54476324329844e-08,2.50583039233983e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBM34-GH13,1.644764059525938e-05,2.088489005488432e-05,4.559565865287088e-06,0.0001301706910155987,5.971667403429822e-05,1.9362630467091728e-07,8.640146676098785e-05,0.00013857958536408785,8.377056704962936e-05,0.00010885900528282116,0.00011333591643009106,1.3267255463363024e-05,2.634046044559145e-05,1.2550980629727269e-05,2.270093112053351e-05,4.102340300883567e-05,1.990854172780747e-05,5.220372492597366e-05,0.00010433431843804988,2.6123700654761464e-05,4.3996502212066906e-05,7.292433857042942e-05,2.396115234668119e-05,4.331884433359214e-05,4.638099684572064e-05,7.009193827360285e-05,7.039995499632021e-05,6.94060557445255e-05,7.827208598690668e-05,8.786835997263615e-05,2.608262037006501e-05,3.0018293762351907e-05,3.0410202248896204e-05,4.555625073670462e-05,0.00011530602092364819,0.00013012809129960074,5.646334682138547e-05,6.415241850776037e-05,2.722604475902851e-05,7.839727188807591e-05,8.613465992742694e-05,3.8301334153440024e-05,6.237854242632322e-05,8.065716690250322e-05,9.327367889713901e-05,0.00010409022907102849,9.861053575576844e-05,8.0503873736395e-05,7.243294474665423e-05,3.0102509379677633e-05,2.7209922784595193e-05,4.249185520646956e-05,0.00020345442219163055,7.476841948882412e-05,7.291294406909574e-05,8.45815333319766e-05,7.418664344186851e-05,4.838861693534333e-05,8.56506589618082e-05,0.00012785466889849993,2.7758400185424103e-05,1.9465646482109667e-05,3.663272183030666e-05,4.3046471342155255e-05,3.151200426402051e-05,4.55840598093164e-05,5.70031343483812e-05,4.4334400198785636e-05,3.062767670652443e-05,4.143159227583345e-05,8.222128368330345e-05,4.8449030983915916e-05,6.704126611615214e-05,5.85132472398233e-05,5.676011686250585e-05,4.744223170629953e-05,2.8985379749466005e-05,6.131048264257423e-05,8.283931733725216e-05,5.169543647694945e-05,6.231096755670081e-05,9.243717630055313e-05,7.060704467145414e-05,6.654416259048232e-05,6.467834526791485e-05,5.939684283168411e-05,6.91989834065672e-05,4.304445113601645e-05,6.008681081212032e-05,7.145391269697904e-05
CBM34-GH13_20,2.9586327369947076e-05,2.1968009506670957e-05,1.0493988868289058e-05,6.535679201745676e-05,5.048761303870559e-05,7.256800595427029e-06,7.040805224700241e-05,8.441525121126968e-05,6.110606618437093e-05,0.00010089096197317918,5.169776115128128e-05,5.866429623271623e-05,3.258336297510373e-05,1.636187945471596e-05,2.9751499645138123e-05,2.3446658698384237e-05,1.964609683902016e-05,7.745888987037232e-05,4.944758224809685e-05,1.7435795426333034e-05,3.290305773770711e-05,6.328398382673851e-05,6.894860229123982e-06,5.4662249115977825e-05,8.550568240271344e-05,6.679389712792168e-05,7.834645244866915e-05,6.858118687724824e-05,9.219615472676796e-05,5.770459078684263e-05,5.447058883347405e-05,5.7579462794399956e-05,4.9227096739553706e-05,4.190418752811491e-05,8.956581984910897e-05,0.0001144064246584961,4.159265431799437e-05,7.585793442232806e-05,5.0034800300637984e-05,0.00015988686685007857,0.0001533581392967859,2.8695624970471478e-05,8.444242886798575e-05,0.0001086217782200662,0.00011067667012013543,4.681723377852283e-05,4.507203931427941e-05,0.00012581266081397846,9.617971202525453e-05,3.71864993978944e-05,1.4097119243491072e-05,1.0832094525744796e-05,0.00020103419936376855,7.438071332340027e-05,7.644973718068386e-05,8.30821530143703e-05,8.264133972378221e-05,2.291291245070245e-05,0.00011839157680528229,0.0001518558198158243,0.00010705383962291711,0.00013589531961654485,3.7379025046919714e-05,4.9282102051348824e-05,3.950401149300796e-05,4.909016182027265e-05,6.0490444683850044e-05,3.9386354835666335e-05,2.2605430408269085e-05,3.224085623688983e-05,4.231411288028133e-05,3.425730560125218e-05,2.2283411252530884e-05,5.113082374421135e-05,2.9161251586022893e-05,3.0387129753988203e-05,2.5006491475618277e-05,4.075283177476606e-05,0.00011735930721035016,9.107708491851434e-05,4.3665112270793556e-05,5.5375623175191637e-05,0.0001009265677026059,4.835764668608134e-05,9.59535035477473e-05,0.00010369611326184544,6.183286811700142e-05,3.579374017188321e-05,4.962671570669209e-05,9.142569863379594e-05
CBM34-GH13_21,1.174106049712464e-07,1.19112850287903e-07,1.4240443397916417e-05,3.3492777863925087e-06,2.9245781487538473e-06,0.00011238218954581869,2.307956991495956e-06,1.64024137913675e-07,0.0,0.0,0.0,1.1237235543082e-06,1.207768239236604e-06,0.0,3.48839596948198e-07,2.77306358727806e-06,3.242136411143928e-05,7.44059613141229e-06,3.14800512684563e-06,4.3114161617897375e-06,1.2626282356597295e-05,2.628188117499128e-05,4.13099754803214e-05,0.0,0.0,0.0,0.0,1.07225844235911e-07,0.0,5.3422601605186e-08,1.735747966618724e-07,1.27469248202694e-06,6.098740682514204e-07,0.0,3.1970779658477536e-06,5.89565205226337e-08,1.77960372871449e-07,1.16482303785698e-07,7.39448373915779e-07,2.16771864146443e-07,1.08616149822437e-07,0.0,0.0,0.0,0.0,1.16008866222516e-06,5.46270214481073e-08,3.81609232266062e-07,2.9756510295870403e-07,5.80007500597498e-08,4.422025335295702e-06,8.304132170899972e-07,8.555773775276632e-06,4.849873974025208e-06,2.70817460239021e-07,4.6087421999479e-07,6.540362756291131e-06,8.964726392980607e-05,3.604642087771643e-05,3.5070179188601424e-05,3.0074380635592893e-05,7.108926625201837e-05,7.990669405063038e-05,2.88529499081268e-07,8.832488215164092e-07,7.49461528917862e-07,2.477277078018289e-07,2.9428235042098435e-05,2.0804445947219323e-05,2.651204497156474e-05,3.971354743592944e-05,7.662973731856084e-06,7.542047246791625e-06,1.2990689234263701e-06,0.0,2.2515656294894208e-07,5.7727333995641e-08,0.0,4.5858856316432403e-07,5.63408213499819e-08,1.64275805408968e-07,8.00587369382827e-07,0.0,1.10069544643254e-07,2.202307790898411e-07,2.216148170580717e-07,2.1766835439184e-07,9.23649960672185e-07,5.672626016286509e-07,5.51594965510333e-08
CBM34-GH13_39,6.973322435960957e-06,5.994717877272731e-07,3.88456139283829e-07,9.389960180859707e-07,1.1012414455626181e-05,0.0,3.897079587835375e-06,4.751476857291415e-06,5.4772110057907085e-06,1.4598322499049624e-05,1.5944957281684682e-05,6.37820459178152e-07,9.67215116181911e-06,5.345367975183704e-06,7.746472147964534e-06,4.194415294440462e-06,8.270514813673967e-06,8.944284404202938e-06,1.1582164972518272e-05,4.8923016226178655e-06,1.2157203408558388e-05,8.243888704766196e-06,7.5516471073880535e-06,1.1193605948562708e-05,1.2033124695709414e-05,1.7140653162825843e-05,1.1719990448232264e-05,1.0622736712740567e-05,1.037154689519761e-05,1.4667255299609707e-05,9.21643196517285e-06,3.0086292023572117e-06,1.7853291873679746e-05,1.3577651079674294e-05,2.6104985869457483e-06,1.5171742178728704e-06,1.84875404503025e-06,5.62344181496375e-07,1.2386658678586047e-05,1.3538816520243278e-05,9.147009360698478e-06,6.806508618461327e-06,1.892121694724677e-05,1.308223188982355e-05,1.6532863205464458e-05,1.51185748238376e-06,9.521973756445917e-06,6.98314216294621e-06,1.665416140949481e-05,3.2107082512621444e-06,7.764306602139879e-06,6.001040004335993e-06,8.148861624288284e-06,1.6259675075498565e-05,1.3590032739691885e-05,1.0133683599802774e-05,1.0802755300004882e-05,5.92919681614724e-06,1.3612295710319227e-05,1.2706441604378089e-05,2.9942871945340907e-05,4.9435030429399116e-05,1.2758653141328936e-05,1.6187330021462086e-05,1.0874926615591485e-05,2.1370308701854976e-05,1.9309950659048614e-05,8.679703140878165e-06,1.96917737096965e-05,7.744642505321257e-06,1.3614583452640709e-05,1.3020039928970846e-05,7.458817578016246e-06,1.782425103868646e-05,2.237781062009702e-05,1.8649054296689568e-05,2.3235094422406597e-05,1.7851133857174753e-05,1.211983948587355e-05,1.239234010648449e-05,5.532215001041793e-06,6.4850134202118876e-06,1.494097683027293e-05,1.3442179162028059e-05,1.1193084352167522e-05,1.2701992159785813e-05,1.6891714843014966e-05,4.26773796580349e-06,9.10258818850689e-06,1.8960624062459513e-05
