CAZyme,FMT102,FMT103,FMT104,FMT105,FMT106,FMT107,FMT108,FMT109,FMT110,FMT111,FMT112,FMT113,FMT114,FMT115,FMT116,FMT117,FMT118,FMT119,FMT120,FMT121,FMT122,FMT123,FMT124,FMT125,FMT126,FMT127,FMT128,FMT129,FMT130,FMT131,FMT132,FMT133,FMT134,FMT135,FMT136,FMT137,FMT138,FMT139,FMT141,FMT142,FMT143,FMT144,FMT145,FMT146,FMT147,FMT148,FMT149,FMT150,FMT151,FMT152,FMT153,FMT154,FMT155,FMT156,FMT157,FMT158,FMT159,FMT161,FMT163,FMT164,FMT165,FMT166,FMT167,FMT168,FMT169,FMT170,FMT171,FMT172,FMT173,FMT174,FMT175,FMT177,FMT178,FMT180,FMT181,FMT182,FMT183,FMT184,FMT185,FMT186,FMT188,FMT189,FMT190,FMT191,FMT192,FMT193,FMT194,FMT195,FMT196,FMT201
GH84-CBM32-CBM32-CBM32-CBM32,4.5585539328273073e-07,2.0448268349708e-08,1.24441403978975e-07,1.1437620639070906e-05,3.817272183433593e-06,0.0,1.3946317734746996e-06,2.5856412453528175e-06,1.92058709883619e-08,3.476332254096391e-06,1.9016388920501926e-06,7.050865270678305e-06,1.0488506658592521e-06,2.8241275337637328e-06,2.0310558746672304e-06,9.059039611541751e-06,8.20229207897975e-08,1.060596499108306e-05,1.4093239442469475e-05,2.342994129790509e-06,6.05241239733487e-06,1.7117709110418932e-05,8.48331728462859e-07,2.01419520783847e-08,5.91442094711768e-08,3.5744438808887e-08,2.194531064887666e-06,7.52368822617622e-07,2.261287682031261e-06,6.060095704595878e-07,1.83571250919886e-07,1.98934752538842e-08,3.996504333898419e-07,9.706524062982774e-07,1.0251885037799402e-06,0.0,1.83221179001186e-08,2.05317847859607e-08,9.93944063618999e-08,1.5299903905178317e-06,2.4751869333256e-07,2.78754517414469e-07,1.84430950036531e-06,3.72598837623493e-06,5.282253846702503e-06,2.474798122886913e-06,1.92576934249872e-08,2.445200107976215e-06,1.09235522702958e-06,3.68046644358203e-07,1.615636815594247e-07,8.808745432988803e-07,4.9385720186196e-06,3.215226242292804e-06,5.207153598597648e-06,4.7583289188197025e-06,3.4376666635658697e-06,2.63391891693811e-08,0.0,1.4085564081142239e-06,5.6774693941325504e-08,1.558096354704065e-07,7.682589444838754e-07,4.06861841636413e-08,2.62470305227639e-07,1.0218023941401148e-06,1.339594373513034e-07,1.85565017494505e-06,4.65075843670788e-06,1.860152119214768e-07,3.458884868719927e-06,9.260178600258875e-06,4.098162513136459e-06,2.3344970275266886e-06,3.6083386846530806e-06,5.269768991292092e-07,6.505135813707956e-07,8.707657844579856e-07,3.4918247655137713e-06,1.562389520188993e-07,1.88009703640859e-08,2.9580407219522168e-06,1.2397509071292363e-06,1.15589852081019e-06,3.267061816904438e-06,9.48721040053464e-08,1.6529702100433e-08,3.2688693058030854e-07,1.48440362726886e-06,2.408745230647235e-06
GH84-CBM32-CBM32-CBM32-CBM32-CBM32,3.946277831841378e-07,1.90555404631651e-08,2.0658882059096118e-07,2.3058321558052377e-05,6.133569799016531e-06,3.46265559622762e-08,2.472522440362335e-06,7.083782294260138e-06,5.503810135099606e-06,8.355810767300231e-06,5.519292715541095e-06,2.8307288952517396e-06,4.1772951814267234e-07,8.655054632815402e-07,8.74651549754345e-08,4.22316931227341e-06,1.36630842176956e-06,1.0257552510080151e-05,1.5683565619894365e-05,1.96210389904864e-06,6.864072686191878e-06,7.408608400756817e-06,7.505154445684759e-07,1.73728126556664e-08,1.78931531293476e-08,1.474977922048749e-07,3.3749394469334327e-06,2.8519133357288125e-06,6.19191282686645e-06,4.069158184590053e-06,1.6549815931399608e-07,1.1785389839616817e-06,6.503138849291521e-07,2.6027999975800903e-06,1.001395956550603e-06,1.69888974972496e-08,1.66651705445272e-07,1.095676713679918e-07,1.63131426186961e-08,6.654863155805352e-07,1.912370642571153e-07,1.327945839725887e-06,4.722071060625264e-07,3.909456731214151e-06,1.4550508476394247e-06,2.3001976431222303e-06,1.640053977859283e-06,2.8640478772105054e-06,4.358916725476636e-07,5.819754819016282e-07,6.319559071345799e-07,3.937060463946194e-06,1.3825105217608571e-05,2.771961262791544e-06,3.4642401203264093e-06,4.623338941001489e-06,3.181527489897171e-06,4.803367016951212e-07,8.792387699354033e-07,2.194352289071047e-06,5.908757470373811e-07,5.45996822405642e-07,2.147520600741868e-06,5.53903515659709e-08,3.0526628299486946e-07,1.192126481064526e-07,5.10679588550178e-08,8.99913783042669e-07,1.3990303071693234e-06,4.808206795637708e-07,2.1063625733831663e-06,6.648563419295018e-06,8.229647587840998e-06,2.468370862251394e-06,1.8627497689418145e-06,6.303405448836641e-07,1.0707189249269598e-06,2.1407339738966737e-06,1.810291725554591e-06,6.182096187736954e-07,7.25230394667951e-07,3.495150365381398e-06,1.1838022887397014e-06,2.166393502597996e-06,1.7090469389453975e-06,1.1601785315266195e-06,8.617872611061008e-07,8.189332867286431e-07,1.9528489106703973e-06,1.915717327285656e-06
GH84-CBM32-CBM32-DOC,0.0,0.0,0.0,4.17533436212728e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40035200097423e-08,0.0,0.0,2.16284832975862e-08,0.0,4.325956354729e-08,1.3839782859533e-06,0.0,1.20290892911813e-06,4.2784061298595e-08,0.0,2.15274498471153e-06,0.0,0.0,4.02092948202579e-08,0.0,1.99444019665323e-08,0.0,0.0,4.30474019959462e-07,0.0,6.52964932436817e-08,0.0,4.32498974712533e-08,0.0,0.0,0.0,4.65520409927996e-07,0.0,2.02196593295291e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.02802065029583e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37266920158633e-07,8.29644087593429e-08,2.66994977886183e-07,2.62255990584922e-07,1.37388926855346e-06,5.11331865347852e-07,3.1652931533125e-06,6.66634225147862e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH84-CBM32-DOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57540840728686e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH84-CBM32-GH84-CBM32,0.0,0.0,4.97244940585445e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81917685526346e-08,0.0,0.0,0.0,1.52256953189679e-08,0.0,0.0,1.51220450835958e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77365028327827e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53525563362642e-08,0.0,1.54138189075819e-08,0.0,0.0,0.0,0.0,0.0,3.11078796249753e-08,7.63893374571466e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14960639412668e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53308952535397e-08,0.0,0.0,1.554005342163e-08
GH84-CBM72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH85,3.0490966068841573e-05,5.2822256084645185e-05,4.2879783391375574e-05,1.8477979062644845e-06,8.686440024092392e-06,1.382347655725547e-07,1.7947103592856606e-05,7.045832258904909e-06,5.539051665386175e-06,4.929283225185225e-06,8.667912484651986e-06,3.2015183190718845e-05,2.3867660969517614e-05,1.6403125185124032e-05,5.270061417599882e-05,6.713487243390574e-05,0.00011122677889342005,3.119906680400472e-05,2.058892226323388e-05,0.0003657570708232442,0.0002347719683662487,3.862736596915512e-05,0.0001604258066256905,1.7592910902042736e-05,9.301989866005101e-06,4.9762977105944025e-06,7.6110355944175e-06,6.504916789703068e-06,3.4244982611226338e-06,8.413261644709336e-06,0.00018438446556270325,0.00011233876819284078,7.665427967936031e-05,7.223632170061316e-05,0.0002492664287398759,4.178490028092029e-05,0.00016137713188122947,5.389492896804473e-05,1.259349469829319e-05,1.188610724010196e-05,5.867637951532704e-06,1.151378645953867e-07,4.400075242421141e-06,1.6306249178986323e-06,2.335375238670146e-06,3.0735194224903286e-06,1.97835463103132e-05,1.2079080750887172e-05,2.4082678706618458e-05,9.183998343786182e-06,3.8203417577914324e-05,2.4980027480514132e-05,4.3553091003942303e-07,9.110304106786076e-06,2.3537504446989583e-05,1.3266558320224529e-05,4.0873462294903896e-05,2.0509751871057093e-05,9.237622168219865e-06,2.2507212709394194e-06,3.1212648682762736e-05,4.243262370701228e-06,2.383096736155904e-06,1.819032430066244e-05,8.839679358636347e-06,8.713731325329232e-06,8.196687969755563e-06,2.028796995861165e-06,3.732160438618279e-05,1.0637798328573594e-05,9.002360080929628e-06,4.2002029833074605e-05,1.9515825920285738e-05,4.9209145673711364e-05,3.829847467113022e-05,4.159151503206776e-05,8.232345425161888e-05,5.163658358249538e-06,6.432957445750941e-06,1.102962664520142e-05,1.1073199543474824e-05,1.7203896619249893e-05,5.215997352474376e-06,6.089040951272057e-06,9.7509340109169e-06,8.293496547658061e-06,1.3451656988076237e-05,1.868881505627255e-05,1.4328416060804147e-05,5.791054844822192e-06
GH85-CBM32,8.054261339683268e-05,0.00011414557753884387,0.00012697383145535967,1.7569764116368197e-06,9.598287162536836e-06,1.4315641751029721e-07,2.9732099550639527e-05,2.514229557684012e-05,3.05963376897007e-06,6.257947283149125e-06,1.3376003987571533e-05,7.891197142846924e-06,1.0867075285153956e-05,2.2230673132467833e-06,2.3690594213781028e-06,5.675079598331228e-06,3.9704920414989005e-06,2.826190313327676e-06,3.010705088297366e-07,1.8000927404581058e-06,3.4140155719450673e-07,1.6103896026741263e-05,2.1728150911797794e-05,2.0914608853915554e-05,4.549584758021686e-06,4.716591793757089e-06,8.14731916657319e-06,3.986717935355077e-06,2.564953675513925e-06,7.30257574255817e-06,1.0787922059452266e-05,5.461410509072906e-05,7.956184066764253e-06,1.9508144655782256e-05,8.32520588505055e-06,1.1118860387608184e-06,1.955600535322891e-06,6.253176604405643e-06,2.169251256473852e-06,4.607453246522427e-06,6.4536049600097296e-06,3.767468284787418e-07,6.983676950808852e-06,1.6254815235012944e-05,1.0980321629663013e-05,9.100677744084556e-07,3.86450787010856e-06,1.0130414179995486e-05,7.158653204647792e-06,4.879667398298805e-06,1.916105516129809e-05,3.652611833213995e-05,4.3213330029123137e-07,1.765682492431989e-05,2.607006798848991e-05,1.2116903451314998e-05,3.4243021028272294e-05,2.3205410817131926e-05,2.8581332617231243e-05,9.250655087702635e-05,4.121061473209827e-05,1.2776350789699942e-05,1.3051031969246827e-05,1.936661924237778e-06,1.2877189942621267e-06,1.056741256442443e-05,4.4041944302414e-06,1.2132925890191599e-05,1.2933599550489108e-05,2.8700384247677157e-05,1.2704924330835075e-05,1.7263640636949384e-05,1.8555785575035267e-05,4.385007605707176e-06,4.4063088063562405e-06,8.04072410259766e-06,1.383767363714168e-05,1.2036375117738265e-05,4.170200451994896e-06,9.392556830018038e-06,3.7195258056567026e-05,3.5343225613584005e-05,1.4632529016541453e-06,1.1747379749306085e-05,3.2509474333257478e-06,8.636218537820766e-06,1.0303707340224824e-05,3.9518807530434316e-05,3.0099380286012696e-05,1.5034833031491428e-06
GH85-CBM32-CBM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77909916159347e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7341216597001e-08,0.0,0.0,0.0,8.15961423401825e-07,3.93342037418835e-07,4.49347498627108e-07,6.56093071462711e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22825838895962e-07,0.0,0.0,0.0
GH85-CBM32-CBM32-CBM32,0.0,0.0,0.0,0.0,6.96422153054825e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00079183389213e-07,5.86887273044441e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1893060993269e-07,8.65903763779618e-07,7.76614833935053e-07,1.56387917924965e-06,0.0,0.0,2.95302574941581e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69209560354855e-08,0.0,0.0,0.0,0.0,5.31747424597349e-07,1.09349504212002e-07,6.44325017466577e-07,8.94595897069094e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.39974767200095e-07,3.79048741138408e-07,6.90124144649142e-07,5.55945641347713e-07,6.7492034704686e-07,4.0616795565037e-06,7.42165451036287e-08,1.848243963602e-07,1.4473840948449e-06,9.29274708465574e-07,0.0,0.0,0.0,1.9424077957445e-08,2.04154863107602e-07,2.56451822342474e-07,7.58301782078601e-08,3.68503194809679e-08,2.54005772584986e-07,5.5542921857215e-08,3.7036171045981e-07,1.29734021705599e-07,1.86499048247186e-08,0.0,1.29206404067393e-07,8.60632649210824e-07,1.48480421587679e-07
GH85-CBM32-CBM72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81625298953804e-08,5.53162392425096e-08,0.0,3.88235678058692e-07,3.3077293444895737e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH85-CBM72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH85-GH20,0.0,0.0,0.0,0.0,1.098116681486444e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14011514432008e-08,3.06905917175679e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54466390507834e-07,0.0,1.0261203351107e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.110092560959381e-08,0.0,1.628490986391304e-07,2.005906945198494e-06,2.90924145180969e-08,0.0,0.0,0.0,0.0,0.0,6.09229534645464e-08,3.02322738331755e-08,0.0,0.0,2.94118163238336e-08,1.727374979115593e-06,0.0,1.107436426619124e-07,2.5810050314160203e-07,1.380108482874556e-07,0.0,0.0,0.0,0.0,2.91164799221406e-08,0.0,2.97408865314364e-08,0.0,8.53903178992458e-08,0.0,1.638115405994185e-07,0.0,0.0,0.0,0.0,1.6717260026370549e-07,0.0
GH85-GH20-CBM32,0.0,0.0,0.0,0.0,4.97339196509981e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05286837187205e-08,1.06176190733605e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65031821734796e-08,3.58999235397581e-07,3.43082821934258e-07,6.17888332377812e-07,0.0,0.0,3.56162690420082e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66988050778276e-08,0.0,0.0,0.0,0.0,1.99035752964165e-07,0.0,2.66439975652104e-07,5.63804385730963e-06,0.0,0.0,0.0,0.0,1.68038797271024e-08,0.0,1.75639253082118e-08,0.0,0.0,0.0,6.10513081381916e-07,2.95299548805434e-06,1.00701153489429e-07,2.50780063670055e-07,7.06311883392649e-07,5.31804715590991e-07,0.0,0.0,0.0,0.0,8.39420365409778e-08,2.98258419197041e-07,1.71484368348011e-08,1.66668572037226e-08,3.28237351241702e-07,0.0,3.35018302630898e-07,2.1794235848412e-07,3.37403099842473e-08,0.0,1.00179694507588e-07,5.13480678351406e-07,5.03666322098335e-08
GH86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97490628506943e-08,0.0,7.42167053663043e-08,2.47084444498596e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203014929719956e-06,9.76244543987202e-07,6.30012353354689e-07,0.0,0.0,0.0,0.0,2.63229045988725e-08,0.0,2.66186154889783e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95731554491409e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH87,6.653640769408752e-07,4.754128845077542e-07,8.983822755156027e-07,1.1270576622137183e-05,1.1050307302721177e-05,4.80469075334542e-08,3.942808788060109e-06,3.905053127780043e-07,1.687254618860493e-07,1.453858198418154e-06,8.266632595731635e-07,7.33770371624719e-08,3.04754866938132e-08,8.44350209099469e-07,1.5907880564623283e-06,0.0,2.7521996181774773e-06,0.0,1.710597942958954e-07,2.796180371618154e-07,1.767882497196295e-07,1.1734739986501253e-05,0.0,3.5621133056254565e-07,1.122755497439135e-07,1.1748882889395163e-06,2.95218649662155e-08,3.188337047131537e-07,7.45866678297136e-08,1.5296987500925772e-06,3.165514236074616e-05,8.214655736615243e-06,3.2789214197331324e-06,1.20030806666333e-07,1.4338191408962133e-05,7.431314165451235e-06,2.537641727491779e-06,8.904477051782895e-06,1.122286949509723e-07,2.630087415867664e-07,8.030956683997063e-07,3.8231667168385474e-07,4.352347200420262e-07,0.0,1.532085946408693e-07,1.047865770773258e-06,9.875821916087994e-07,2.63258869302903e-07,8.941574198975963e-07,6.753609783553545e-07,2.870812549752392e-07,3.698046961798772e-07,1.0726134828993164e-06,1.6772733572938506e-05,1.631210926152811e-05,1.3284728860176276e-05,2.3132086780866274e-05,7.072807364891843e-06,1.1978862090529606e-06,9.924353792293983e-06,1.3247738926148009e-05,1.3804189040773518e-06,0.0,1.06291110299847e-07,2.63728346204297e-07,1.5166884047058631e-06,1.1020468784865159e-05,5.172756589712842e-07,6.62731822798703e-08,1.303060125489378e-07,1.263480222529704e-07,2.7581370599484988e-06,3.697020026641802e-07,1.2209950475238365e-06,1.5119970987329532e-06,5.245325627890088e-07,4.585827807108014e-07,5.809664118963276e-07,5.717816226449738e-07,9.360007516382041e-07,9.160362949034949e-07,8.355883719789263e-07,6.727055716766853e-07,5.075978763481726e-07,1.2336394590298952e-06,1.4550038244390849e-06,5.392959650243196e-06,8.824728731680115e-07,7.156821141180977e-07,3.607742064367049e-07
GH87-CBM72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75112077789241e-06,7.21452941602097e-07,2.64842863599527e-07,2.87556742318958e-07,0.0,0.0,0.0,0.0,2.6074790148287e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH88-GH92,2.44168931408975e-08,0.0,0.0,0.0,6.79617254805335e-08,0.0,0.0,9.09619103872681e-08,0.0,4.07096711933771e-07,1.80709117404052e-07,3.51766917491744e-06,4.81918471808824e-07,2.47416073142035e-08,2.41817428220782e-08,0.0,4.83663891685213e-08,0.0,0.0,0.0,0.0,0.0,2.38304775178556e-08,4.75278182879111e-08,0.0,2.24780169053535e-08,2.59344619516181e-06,6.68965630819789e-08,0.0,0.0,0.0,0.0,0.0,2.59627376258716e-07,0.0,2.45213805330927e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27557477489422e-08,2.26600696836842e-08,0.0,0.0,0.0,4.6379211348308e-08,0.0,6.76651193700709e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30538702142701e-07,2.09242382237126e-07,2.10794418390901e-07,1.2005066712889e-07,1.60590276358491e-07,0.0,3.74935211948816e-07,0.0,0.0,0.0,2.06012112726255e-07,0.0,3.45797651914738e-07,0.0,0.0,0.0,0.0
GH89,3.6196681552610327e-06,2.900661659298775e-07,3.7077407701918254e-07,1.547546195036706e-05,0.00012284691435557896,8.8959665929547e-08,8.99349901730079e-05,6.387902378635334e-05,4.4617081609183424e-05,5.264382578403592e-05,5.415166482910102e-05,7.613739583430994e-05,4.647271588961015e-05,1.1654212611661685e-05,1.8248870969368962e-05,5.632450823842982e-05,2.3715515751921482e-05,3.807575372088552e-05,6.754547872132966e-05,4.035559732931734e-05,4.3953634729685855e-05,0.0001558693157342308,1.0424254710548123e-05,5.736092517204331e-05,3.608906999901229e-05,2.720929944555287e-05,5.535206265779018e-05,1.5733508719423974e-05,9.596886450332213e-05,2.5641901945067414e-05,5.413557377830336e-05,0.00010725800226702361,3.9775473983631496e-05,5.478737928037289e-05,2.2192973482465703e-05,3.4246302634706686e-07,1.4873249298111671e-05,1.1792090012522785e-05,9.183207662828814e-05,5.795285766813802e-06,1.2728432841105052e-05,6.799639338513822e-05,6.469575401329771e-05,3.415220102790287e-05,3.7870741762836465e-05,0.00020079713520787434,6.983427139127467e-05,4.399516624950935e-05,5.0474334534874843e-05,7.048451695045054e-05,4.493812884173547e-05,1.847151820172588e-05,8.087812377675137e-05,2.3793524801932164e-05,3.3490846461531685e-05,4.8550610687645195e-05,5.8542061689612534e-05,9.45210985833037e-06,5.0732423448563365e-05,2.73381164239998e-07,3.687527914030857e-05,4.2264287720906556e-05,2.8472466174146453e-05,0.0001213808193267854,0.00016061863882983212,9.57211833660738e-05,7.177698358095949e-05,1.4751659287044893e-05,1.5285919062020732e-05,5.13725175111655e-05,1.4238837256597335e-05,3.0070972357338393e-05,2.2456889328816142e-05,3.4542006142542444e-05,2.4516309423795495e-05,2.6538516114801927e-05,4.5646958966276704e-05,5.2832306884933615e-05,4.853164945309951e-05,4.4637754822730795e-05,5.369576013719636e-05,4.80328444389784e-05,5.074282561441703e-05,6.051096471359147e-05,8.815107706871251e-05,7.810169728703528e-05,4.3901523445698494e-05,6.784885242561298e-05,5.445638586996831e-05,6.169783338554015e-05
GH89-CBM32-CBM32-CBM32,0.0,0.0,0.0,2.46516693360655e-06,2.17507378418753e-07,0.0,0.0,7.64184945667007e-07,8.15854008953726e-07,3.80009094363219e-07,4.87981601424904e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35245976993099e-08,1.01815957252303e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79051969295031e-08,0.0,5.74778662641988e-07,0.0,0.0,0.0,0.0,1.63174900473449e-07,2.20086272598189e-07,1.08597045926388e-07,0.0,5.56626943447157e-08,2.75589164222907e-07,7.57953379961948e-07,0.0,0.0,0.0,5.5907493449643e-08,0.0,6.19454754452684e-07,0.0,1.09676684627585e-07,3.39036515409996e-07,6.75234004618162e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09336779876809e-07,2.1532802844225e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.08661320146426e-07,0.0
GH89-CBM72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23405328048437e-08,1.61126853240576e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3037270158527101e-05,7.03293879462787e-06,2.249352524249591e-06,9.71732492396182e-07,3.14515303034667e-08,9.48570813104324e-08,2.354391316635124e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
