"","FMT102","FMT103","FMT104","FMT105","FMT106","FMT107","FMT108","FMT109","FMT110","FMT111","FMT112","FMT113","FMT114","FMT115","FMT116","FMT117","FMT118","FMT119","FMT120","FMT121","FMT122","FMT123","FMT124","FMT125","FMT126","FMT127","FMT128","FMT129","FMT130","FMT131","FMT132","FMT133","FMT134","FMT135","FMT136","FMT137","FMT138","FMT139","FMT141","FMT142","FMT143","FMT144","FMT145","FMT146","FMT147","FMT148","FMT149","FMT150","FMT151","FMT152","FMT153","FMT154","FMT155","FMT156","FMT157","FMT158","FMT159","FMT161","FMT163","FMT164","FMT165","FMT166","FMT167","FMT168","FMT169","FMT170","FMT171","FMT172","FMT173","FMT174","FMT175","FMT177","FMT178","FMT180","FMT181","FMT182","FMT183","FMT184","FMT185","FMT186","FMT188","FMT189","FMT190","FMT191","FMT192","FMT193","FMT194","FMT195","FMT196","FMT201"
"msp_0931",0,0,0,0,4.32112095912851e-07,0,0,0,0,0,0,0,6.80039873888232e-07,5.95725739291507e-08,9.55174975062129e-07,0,4.95871222439382e-07,0,0,0,0,6.20817838171838e-08,1.08481622496471e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13035433312219e-07,5.06013886282759e-07,7.40112922640199e-07,8.7439601198062e-07,0,0,0,0,0,0,0,0,0,0,5.85436704637782e-07,0,3.50922451594917e-07,0,0,0,4.08134104330387e-07,0,7.63394548080825e-07,0,0,0,0
"msp_0932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98930203065713e-07,2.74745011211924e-07,0,0,0,0,0,1.01758454167234e-06,1.21591420235911e-06,1.74027623210324e-06,6.31372672351514e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.53026678942313e-07,5.21584259047827e-07,3.82775043078531e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0942",0,0,0,0,1.67949923278711e-06,0,0,0,0,0,0,0,7.104183520272e-07,9.1696820955017e-07,1.30170015505205e-06,0,2.31923703468789e-07,0,0,0,0,0,9.6528790721342e-07,6.26457391682268e-07,1.25681957335717e-06,7.96119537130808e-07,1.53234496789435e-06,1.8872818650827e-06,2.9859212169703e-06,1.28805273290307e-06,0,0,0,0,0,2.93596472924523e-07,2.28996290900575e-06,1.77352464137937e-06,2.49181901017351e-07,1.30424679544315e-06,1.51162207311139e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29799845924633e-06,7.08975800474462e-07,6.46166834283688e-07,1.42119922794707e-06,0,0,0,0,0,0,0,1.21582604582693e-06,1.08317399224413e-06,0,0,1.07287525942049e-06,0,1.16025373499094e-06,4.49737709720366e-07,0,0,0,1.09496883509486e-06
"msp_0944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60988659979589e-07,1.43672210633237e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0945",0,0,0,0,0,0,0,0,5.84025050907181e-07,0,0,0,0,0,0,5.88204121881225e-07,4.33945713416223e-08,0,0,0,0,2.69229748761529e-07,8.09394522758621e-08,0,0,0,0,0,0,0,0,4.90795142742538e-08,1.05879514849358e-06,0,0,0,0,0,8.67910348539659e-08,8.41122415118518e-07,6.44105641657576e-07,0,0,0,0,0,0,0,0,0,7.98392078715384e-08,0,0,0,0,0,0,1.91162492931116e-07,5.44150737022353e-07,0,3.35420020603051e-07,2.13976598138211e-07,3.07578627265769e-07,0,0,0,0,0,3.71032516454314e-07,0,4.14702238597994e-07,7.18915990218325e-07,5.44609347127346e-08,0,0,0,0,0,0,0,1.06731512695757e-07,6.16805464772288e-07,0,0,0,0,0,1.70571248408797e-07,3.86020768733796e-07,0
"msp_0946",0,0,0,2.24826731692912e-05,2.10903487382334e-07,0,0,1.98562031307572e-07,1.6930064375641e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32312149051172e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35150188244972e-07,0,0,0,0,0,2.46174434057565e-07,0,0,0,0
"msp_0948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56566271956356e-06,0,1.41578505296105e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68248863010452e-08,7.82570827189376e-08,1.46638336533876e-06,0,0,0,0,0,0,0,0,0,0,9.7030476459038e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03030007001327e-08,3.05115824347421e-08,0,2.51346773151945e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60701194388987e-07,0,0,0,3.29835872187602e-07,0,4.42817524609998e-07,0,0,0,0,3.15123346496809e-07
"msp_0953",0,0,0,0,0,0,1.17213580975783e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0955",0,0,0,7.57095299148303e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0958",0,0,0,1.33180146393552e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0959",0,0,0,0,5.075098193286e-08,0,0,0,0,0,0,0,4.8362687341241e-08,4.08583653849835e-07,4.72173868921173e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55625793988415e-07,1.57141042580592e-07,0,2.64590411249351e-07,6.3832498747195e-08,0,0,0,0,0,0,0,0,1.09262808029258e-07,0,0,0,0,0,0,4.97094950249669e-08,0
"msp_0960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37912664882228e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13334730748102e-08,0,0,0,0,0,2.6908474151482e-07,0,0,2.71701601872849e-08,0
"msp_0961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19055671886439e-07,5.31422462406184e-08,5.49105671316557e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17440612678695e-07,0,0,0,2.20879418526876e-07,0,8.76467376603232e-08,0,0,0,0,1.26518238611305e-07
"msp_0966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60435157983527e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9258894729935e-08,0,5.81631072565916e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62716092506438e-07,1.38044437822448e-06,1.24737141348436e-06,5.00347527015692e-07,1.68960186343585e-06,2.84299055099802e-06,8.46288124821281e-07,0,0,1.74938012399052e-06,0,0,9.62160010006766e-07,1.82444866070068e-06,1.48553715430935e-06,2.22960779620492e-07,1.56124962125307e-06,9.78854958366247e-07,0,0,0,0,0,0,0,0,4.56150556802632e-06,4.05675125972342e-06,4.99216310353328e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7848783422882e-07,0,0,0,6.17304472302659e-07,0,6.57805467991418e-07,0,0,0,0,6.22117557536745e-07
"msp_0973",0,0,0,0,0,0,0,0,0,0,0,1.01084708588763e-07,4.56967860317506e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0974c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15972862902497e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71079236737268e-08,0,0,0,0,0,0,0,0,0,0,6.78793197177764e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0976",0,0,0,0,9.63466255560078e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59423402101036e-07,3.19207022107592e-07,2.2161464698725e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04315562792712e-08,0,0,0,0,0,5.05390182010311e-08,0,0,0,0,0,0
"msp_0977",0,0,0,0,2.40060717372406e-07,0,0,7.71761154096662e-08,0,1.26283549479141e-07,1.32032358068528e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90036677199858e-07,0,0,4.44022906365683e-08,0,0,0,0,0,0,0,0,6.92090149644977e-08,0,0,0,4.81390258304265e-07,7.9225814286986e-08,4.35206107272031e-08,0,1.21829203928721e-07,5.91778114651505e-08,1.26990931208238e-07,0,0,0,0,6.72564485904105e-08,6.89618777795453e-08,7.06979148170224e-08,3.8086714161958e-08,0,4.3775978392449e-08,1.34373460138214e-07,0,0,0,8.62889449962172e-08,7.23670627529979e-08,1.12431724408452e-07,6.48399903602112e-08,0,7.19804530441044e-08,0,0,0,7.41099086722235e-08,0,0,0,0,0,7.75573801077252e-08,0,7.82456366676422e-08,6.51816395954935e-08,1.16852845349612e-07,6.06612787134496e-08,1.25371618659488e-07,7.82371591408491e-08,3.15019884417503e-07,8.59159981561215e-08,2.13420939980622e-07,1.33157046091397e-07
"msp_0979",0,0,0,0,0,0,0,3.32010530340599e-07,0,7.17995325605541e-08,8.0308913449904e-08,0,4.32087969822968e-08,0,0,0,0,0,0,0,0,0,2.80138343955871e-07,2.63143109451921e-07,1.42244730405445e-07,2.42108805397029e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.05155274780356e-07,7.86686674076716e-08,1.17046432722679e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.33969943988793e-07,2.56130091275656e-07,1.50206338433967e-07,1.39247268795913e-07,0,0,0,0,0,0,1.67314980803631e-07,1.33720885007514e-07,4.95838190877173e-08,8.96912597381462e-08,0,0,0,0,0,0,0,0,0,0,4.56803524255266e-08,0,8.17061481359003e-08,0,0,0,0,0,5.58558464277856e-08,0,0,0,0
"msp_0983",0,3.82978700662511e-06,4.06170701226256e-05,0,7.29498003189128e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09523196051464e-07,4.91449843827226e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0986",0,0,0,0,7.59378615862966e-07,0,0,1.16239897639716e-06,2.34452516562905e-07,7.32856173090566e-07,8.53947748182312e-07,0,1.80591626783622e-07,2.26648131956184e-07,7.24544625701867e-07,1.83208083984858e-06,2.43137791198437e-07,0,0,0,0,6.16227740011042e-08,1.94113145191573e-07,2.68180385052237e-07,5.56010178741282e-07,6.51138985589391e-07,9.10099544920542e-07,1.86785904082667e-06,5.52044718368287e-07,2.28371541863418e-06,0,0,0,0,2.8381727819478e-06,5.83392841819647e-08,3.6059118063878e-07,9.42964405554475e-08,1.55173084156677e-07,9.0240951528711e-07,9.63365462947438e-07,1.41157249973261e-06,1.08287951850632e-06,7.08908514712772e-07,7.02773848817137e-07,0,1.15515834809553e-06,9.70757568622704e-07,4.38627455237355e-07,0,0,0,0,9.42996586648155e-07,6.13364464353946e-07,7.85112120095159e-07,8.59416956384049e-07,0,0,0,0,0,0,0,0,0,0,2.34926903397079e-07,0,2.71360098338038e-07,1.84286230806172e-07,0,0,0,0,0,0,9.44691426427912e-07,7.24273157990904e-07,8.91758193526702e-07,0,0,7.88791306009604e-07,1.07687235926882e-06,6.11750762335103e-07,1.44555369318296e-06,9.56417932814213e-07,0,0,8.67894385383194e-07
"msp_0987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09406448001126e-06,4.91729894148751e-07,3.185390118757e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65628397074254e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54756199208474e-08,0,0,0,0,0,0,0,0,0,0,2.6920270958449e-08,2.70215317257761e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48186129319177e-08,9.1759853165199e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83279036889896e-08
"msp_1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69777648154578e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1006",0,0,0,9.64655317015288e-06,7.29193270877855e-06,0,2.63725828738831e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54162275174877e-06,2.41805650843643e-07,1.83707962260734e-07,0,5.43840490600591e-06,1.07951447658279e-05,5.27628050837969e-07,1.45713434716823e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36701542530194e-06,9.7435827838525e-07,1.94875595143482e-05,1.51127719071428e-06,2.34034402716176e-07,1.60912051283565e-07,4.01207092220802e-07,5.97137588738449e-07,2.76594667134101e-07,3.99164066022459e-08,5.80437998675001e-08,3.6507563774196e-08,9.71742722922428e-08,0,0,0,0,0,0,0,0,0,4.66170774768957e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1009",0,0,0,0,2.50481560046881e-06,0,0,2.69221401476344e-06,0,1.41937588774055e-06,2.37725878695922e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.3854706961362e-07,1.98569048114841e-07,4.00330639054208e-07,1.61148319998425e-06,2.6058517853476e-06,8.427759880526e-06,1.87641006850826e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.92975469215132e-06,1.84686935137791e-06,3.37817016117193e-06,0,3.33283374760741e-07,1.11381225077916e-06,1.4176693589255e-06,7.72936080576653e-07,5.61564505548352e-07,2.00011803910915e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80157492854179e-06,0,0,0,0,0,1.42803932791743e-06,0,0,7.83366273633269e-07,0,0,0
"msp_1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31106274449115e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40193160833926e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17429353890675e-08,2.58705927480261e-08,0,1.56437977585403e-07,0,0,0,1.02142231345375e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1013",0,0,0,0,0,0,0,0,0,0,0,1.9509805112924e-07,0,9.5978417189128e-08,1.24719003062167e-07,0,0,0,0,0,0,0,0,0,0,0,0,8.64155089080458e-08,2.06434866086568e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47147536643394e-07,0,2.77212941949025e-08,0,6.1416615437059e-08,6.24492997132911e-08,0,0,0,0,0,0,0,1.99110858849385e-08,0,0,0,0,0,0,0,0,0,0,0
"msp_1021",0,0,0,0,5.64207333870449e-07,0,0,7.74481786475137e-08,0,0,5.83676029022678e-08,0,2.99780467370641e-07,0,6.08781960674573e-08,0,0,0,0,0,0,0,0,5.77556958515601e-08,1.78762420010485e-07,7.96607712312787e-08,2.10011619632926e-07,6.43960017293839e-07,2.02840313321163e-07,5.61802983161917e-07,0,0,0,0,0,0,0,0,5.20786673007627e-07,5.16864289432417e-07,1.10135690635321e-07,1.86291328703806e-07,0,0,0,0,0,0,0,0,0,0,0,9.19533997764321e-08,5.1880062007214e-08,1.11388456752701e-07,1.19350411025872e-07,5.48227182258155e-08,0,0,3.11547799611848e-07,3.28042510361017e-07,8.21070225303248e-08,0,0,0,0,0,0,9.7821032286622e-08,2.16016181848929e-07,3.5223565575769e-08,0,0,0,0,0,2.33257947625508e-07,3.74220317335901e-07,2.20238104732075e-07,7.56301528669478e-07,1.67486611930467e-07,4.00517148523063e-07,2.17253688505727e-07,6.1545613675193e-07,1.61890874120785e-07,0,1.70616166207115e-06,4.50522288524028e-07,5.43790340620408e-07
"msp_1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00796917884574e-07,9.12604866466131e-07,0,0,0,0,7.16401604004498e-08,1.255373913819e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64745253910073e-06,1.35756453650854e-06,1.52684658748124e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.34864560472173e-06,2.88697599604384e-06,2.04430603248859e-06,2.2236910783481e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26934647932162e-06,0,0,0,8.60682978001768e-07,0,1.39069301846831e-06,0,0,0,0,9.58474188580818e-07
"msp_1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53064287833207e-07,0,0,2.62048910448095e-08,4.52836096004529e-07,0,0,0,0,0,0,0,0,2.7783596642044e-07,0,0,0,0,0,0,1.85582324002413e-07,0
"msp_1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60290327240044e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1037",0,0,0,0,1.46639031710686e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87911754616956e-07,0,0,0,0,0,2.75976955305877e-07,0,0,0,0,0,0
"msp_1038",0,0,0,0,1.43747994776917e-06,0,0,2.3142712444793e-06,0,1.30616244900586e-07,5.55472693225691e-07,0,5.16747645862891e-07,7.45340513392996e-08,0,0,2.58066031737627e-07,0,0,0,0,0,0,0,0,0,1.29156155383796e-06,1.8165139789299e-06,4.3675302370439e-08,1.91451058016148e-07,0,0,0,0,0,0,0,0,9.07662279978101e-08,3.62779330262919e-07,3.75553966396103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58469769743474e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01209980353238e-06,0,5.02362058548909e-07,0,0,0,2.16555688068298e-06,0,6.42735112735786e-07,0,0,0,0
"msp_1039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09844284825633e-07,3.30275206635357e-07,5.0577595852445e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1040c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95396397437738e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65698032565501e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61698607194653e-06,0,6.67585143328565e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78434969352608e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1049",0,0,0,0,0,0,0,0,0,0,0,0,0,7.57689713844526e-08,6.05158354485071e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75081522805951e-08,0,0,0,0,0,1.23738884548354e-07,0,0,0,0
"msp_1051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35742390680303e-07,2.38257880035489e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64841890172991e-07,9.63875583457429e-07,0,1.52457840922669e-08,7.69734645398361e-08,4.42644138432271e-08,7.229141577985e-08,1.01451997518569e-06,0,0,2.99810899839028e-07,5.49508053439118e-07,1.54974960592049e-06,4.50501043879873e-07,1.94709330986531e-06,1.69097686795974e-06,6.38782872201859e-07,0,3.76286834680886e-06,0,0,1.39306410528441e-06,2.68681973519658e-06,3.19668279631266e-07,6.75925994314287e-07,9.78547843837642e-07,8.86867043226526e-07,0,0,0,3.09144976318638e-06,2.29283618520561e-06,0,0,0,0,0,1.92923786680301e-06,2.26553790999216e-06,0
"msp_1057c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19513840843259e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_1060c",0,0,0,0,5.94926613572785e-08,0,0,0,0,0,0,1.65283538605891e-07,2.52972252163768e-07,0,8.47384575991995e-08,0,0,0,0,0,0,0,0,0,0,0,1.30859462119223e-07,0,0,1.50049097622796e-07,0,0,0,0,0,0,0,0,0,0,0,8.34584393541514e-08,0,0,0,2.24775795640254e-07,0,1.74468958239052e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60160936644605e-07,2.0108230400979e-07,0,0,0,0,8.05019783175925e-08,0,0,0,0,0,0,1.33777746407396e-07,0,0,0,1.99218457790169e-07,0,1.57745037830365e-07,0,0,1.99155470957198e-08,4.4741271168298e-08,1.71323426252851e-07
