"","FMT102","FMT103","FMT104","FMT105","FMT106","FMT107","FMT108","FMT109","FMT110","FMT111","FMT112","FMT113","FMT114","FMT115","FMT116","FMT117","FMT118","FMT119","FMT120","FMT121","FMT122","FMT123","FMT124","FMT125","FMT126","FMT127","FMT128","FMT129","FMT130","FMT131","FMT132","FMT133","FMT134","FMT135","FMT136","FMT137","FMT138","FMT139","FMT141","FMT142","FMT143","FMT144","FMT145","FMT146","FMT147","FMT148","FMT149","FMT150","FMT151","FMT152","FMT153","FMT154","FMT155","FMT156","FMT157","FMT158","FMT159","FMT161","FMT163","FMT164","FMT165","FMT166","FMT167","FMT168","FMT169","FMT170","FMT171","FMT172","FMT173","FMT174","FMT175","FMT177","FMT178","FMT180","FMT181","FMT182","FMT183","FMT184","FMT185","FMT186","FMT188","FMT189","FMT190","FMT191","FMT192","FMT193","FMT194","FMT195","FMT196","FMT201"
"msp_0135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20667208026213e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19524945050206e-05,9.38060464364374e-08,5.60299977373489e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54204175128184e-07,3.48239524241114e-07,8.45361642116261e-07,2.77201506522603e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0138",0,0,0,9.69952749850398e-09,0,0,0,1.17770725962086e-07,5.19742283069213e-07,2.32283947710162e-06,7.18237597804851e-07,0.000166185783476267,2.6125499521202e-05,1.12749356405979e-05,1.6848709110937e-06,3.67236054780124e-05,1.19889305342582e-06,0,5.34875765943141e-08,1.02274402115047e-07,3.20945540465423e-08,2.25680527304433e-07,3.34767093481759e-05,0,0,0,0,0,0,0,0,0,0,1.0785416589856e-05,0,0,0,0,0,6.69177992026692e-07,1.75547912924762e-07,0,3.42595214903092e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41095521636081e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32444661648852e-05,2.11787303534295e-05,1.28736617297629e-05,2.51964982983593e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0139",0,0,0,0,0,0,0,3.81341384961818e-08,0,4.80822217527016e-08,3.09574186463217e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83399022220672e-08,0,0,7.99009451587659e-08,0,0,3.31227013981386e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18231669163383e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0830951704117e-07,0,0,0,0,0,0,0,0,0,0,0,3.92896732486089e-08,0,0,0,2.0210070571794e-07,0,4.16025925341391e-08,0,0,0,0,1.87890974095081e-07
"msp_0140",0,0,0,3.6999806266835e-07,0,8.27308274807624e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00262646181781e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0141",0,0,0,0,6.67519067375207e-07,0,2.54027293354726e-05,5.63908135082237e-06,1.62394130908416e-05,3.49267054178561e-06,3.45076622946565e-06,0,6.3861631965401e-07,1.42303138081608e-06,1.70926054308337e-06,3.04763993573751e-06,9.38387378551382e-07,0,0,0,0,1.98052772740289e-07,2.24205230908322e-06,3.7608706773889e-06,2.53978120159114e-06,7.05151089834942e-06,2.67440264087133e-06,2.879017452349e-06,5.68491646624529e-07,2.25116239195165e-06,5.03514347587029e-06,7.44733946922658e-08,1.99190446349165e-06,3.30428616079465e-06,0,2.67005030176143e-07,4.2498363405097e-06,2.19489935669579e-07,1.64068006407849e-06,7.32526390474805e-06,2.81217487052294e-06,5.42245859970099e-06,4.49780372124824e-06,3.31894805112869e-06,4.63153784608735e-06,0,2.71596978347787e-05,1.04123178952038e-05,5.00457091928098e-06,0,1.56901223254052e-06,3.46822381111481e-06,8.96871122022581e-09,1.28072867167442e-06,3.91688031643651e-07,6.47278082061317e-07,1.39501396162644e-06,4.90814668341264e-07,3.08491671663678e-06,0,3.73081695402543e-07,1.28383143827658e-06,9.63348062097369e-06,1.12179569525071e-06,4.37727088847116e-07,1.42448425987872e-06,8.50964692899693e-07,9.84912436799124e-06,2.16069921212521e-06,4.91926765532016e-06,5.53152558275305e-06,5.98627988986848e-06,4.49274610838106e-06,5.12831247929488e-06,2.7375531057487e-06,7.72544336567067e-06,2.42896683053591e-06,1.20095460524623e-07,1.83594864712601e-06,1.57266492304521e-06,3.38681756209148e-06,9.3390932412231e-06,2.15306625001082e-06,1.46901741426438e-07,1.40197238431723e-06,1.59365114736779e-06,3.37644685527889e-06,2.40071899666125e-06,5.13803022888976e-06,2.4209111495145e-06
"msp_0142",0,0,0,0,2.07363783610501e-06,0,0,2.1278168438756e-06,2.42343462914982e-06,3.4172840242354e-06,7.23756659539164e-07,0,7.65879368485603e-07,0,0,0,1.83986352263966e-07,0,0,0,0,0,0,1.81246120921253e-06,9.87098894188211e-07,5.74018431121353e-07,2.01492064092011e-06,1.6662891764876e-06,2.40772214787183e-07,9.22291486722932e-07,0,9.22625737737517e-07,9.80765046196386e-07,0,2.70074775393765e-06,0,6.77788889502603e-07,2.57090973405224e-06,3.6951802471249e-07,7.80685788710756e-07,2.37981332402372e-06,0,1.61926499009645e-06,1.83416982911218e-06,2.34017616241742e-06,0,2.19854092729739e-06,2.71693440034605e-06,1.65747196647801e-06,0,2.52909114304539e-06,2.88541090337556e-06,0,1.28743758254024e-06,1.32830942513685e-06,1.11478412173002e-06,1.52582205377476e-06,2.40608082271606e-06,1.83899193297992e-06,0,1.1566122841587e-06,1.10979849552379e-06,1.04900638765236e-06,0,0,0,0,0,2.80526684842711e-07,5.73190668783679e-07,4.70771755131862e-06,1.95055648045672e-06,2.34205141142662e-06,0,0,0,0,2.65835179046981e-07,1.15436988233452e-06,1.23932109286416e-06,3.20491048316403e-06,6.13158094220488e-06,7.52640482877953e-07,2.87325402124515e-07,9.65737733177937e-07,1.4665651895547e-06,3.61914246847795e-07,1.86253263037603e-06,3.49962087332736e-06,8.85125457035057e-07
"msp_0144",0,0,0,0,5.88732566820853e-06,0,0,0,0,0,0,0,4.90319771819314e-08,2.52839493338382e-07,2.52992717646992e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.03765309557161e-06,6.08877637355097e-07,3.89812897852264e-07,0,0,0,0,0,0,0,0,1.12943976205366e-07,4.26022296965818e-07,1.21279986885424e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08195247422127e-06,0,0,3.23351129132051e-08,0,0,0,0,0,0,3.14600836962654e-06,4.334862713536e-07,0,0,0,1.09432068233642e-07,3.40297742736378e-06,7.95093645951836e-07,4.37260836657164e-08,0,0,0,3.9884195046004e-07
"msp_0145",0,0,0,0,0,0,0,4.2415116029557e-07,0,3.80399177876311e-07,4.26751888895356e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15041013472463e-08,0,0,0,0,0,0,0,0,0,0,0,1.09942854778767e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03770360261522e-07,0,0,0,6.4148247443481e-07,0,0,0,0,0,8.37623757108878e-07,0,0,0,8.01783620270722e-08,0,0
"msp_0146c",0,0,0,2.11220766520217e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32923451763351e-08,0,0,7.65273570112661e-07,0,0,0,0,6.16329008546664e-08,0,0,0,0,0,4.53904859948844e-07,3.39113274243768e-07,8.75834911330228e-08,6.9448393100521e-08,0,0,7.62868989422021e-08,1.63198827521159e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0148c",0,0,1.33440351827236e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18185167419665e-07,1.84346570290884e-08,3.5918457777359e-07,0,8.46007452936993e-08,1.93779397530419e-06,0,0,0,0,0,0,0,0,8.87219707288054e-07,2.05365140882278e-07,1.0123365129971e-07,0,6.82843808963264e-07,3.10905774351706e-06,3.51177982354062e-07,1.60092024906905e-06,0,0,0,0,0,0,0,0,9.52130431854634e-08,0,0,0,0,0,1.31250849179897e-06,4.82104056170872e-07,1.60255102362173e-07,1.83690968378967e-07,1.00463294182605e-07,0,0,3.96351860543482e-06,1.15425168176237e-06,3.76625880668939e-07,0,1.0221358941995e-07,1.66043764261568e-07,6.68473466299338e-08,8.0059033168926e-08,0,0,0,0,6.63682507059561e-08,0,0,0,0,0,0,0,6.97652258296317e-08,0,0,0,0,0,1.57161321778653e-07,1.75252666369041e-08,0,0,0
"msp_0151",0,0,0,0,7.43044564866373e-08,0,0,6.57993923069639e-08,9.25097313539632e-08,5.57773308356263e-08,0,6.84026151612878e-07,9.95251230935548e-08,5.64226783470531e-08,1.05913582608434e-07,0,0,0,0,0,0,0,0,0,0,0,2.03194185373362e-07,0,0,0,0,0,6.00998273367256e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49910913485655e-08,0,0,0,1.72887875203422e-08,4.82248196196196e-08,2.43032656979588e-07,1.05520465600463e-08,1.01695902313997e-06,0,1.0305901815521e-07,9.98763969805433e-08,4.03222353732945e-07,1.12756813299092e-06,6.33331575937046e-07,5.38619870408056e-07,3.8045108395315e-07,0,7.58621517255165e-08,7.5348607911178e-08,0,1.0761709413258e-07,9.73749242252675e-08,0,0,0,0,0,0,5.91612127770277e-08,1.13169786680502e-07,9.6831945910115e-08,0,6.80732475536405e-08,7.53271410542805e-08,1.19913802184559e-07,0,2.44789282289827e-07,2.12856628077858e-07,0
"msp_0152",0,0,0,0,6.12155844005019e-06,0,0,2.05771878787274e-05,0,1.26065468680102e-05,1.2847142164468e-05,0,7.14379835445139e-07,1.0593800786543e-06,1.35333569163858e-06,0,1.23999053546083e-06,4.5171958440215e-07,5.88901992672638e-06,0,0,1.24991294060613e-07,1.63783619977297e-06,2.64656588859143e-06,4.67216143266369e-06,7.49674383238883e-06,6.01516298828909e-06,1.3632124484442e-05,7.49395942422637e-06,1.27535716893344e-05,0,1.58334984943127e-07,5.11808580659863e-07,3.40149468857725e-06,0,4.06157204297066e-07,5.38169792959406e-07,2.25493892977902e-06,2.80121340485124e-07,2.15052863440964e-06,3.91070564408732e-06,0,5.01176495161451e-07,2.35442487077344e-06,0,0,2.77881020924797e-06,1.48519190891553e-06,3.70149863267078e-07,0,1.33064265028682e-07,3.54212572396544e-06,0,8.04736172733414e-06,5.12964346974087e-06,5.56836092596793e-06,5.4431126008596e-06,2.72772596843226e-06,1.102842116758e-06,0,1.98355526783254e-06,8.056280455978e-07,1.09446011066579e-06,0,0,2.28392150853474e-06,2.30516414980578e-06,3.31319165654514e-06,8.12824252249242e-07,3.415190306526e-07,7.9554841924657e-06,1.95021684812075e-06,5.18903141430836e-07,7.20470321525832e-06,9.27542292512858e-06,2.28888834861971e-06,2.35778313584737e-06,1.12937667258814e-06,8.36354975426539e-06,6.01282211945208e-07,1.2888220050188e-06,1.59360210501195e-06,3.91848895934531e-06,1.14044571804212e-06,6.03235659209395e-06,6.63200067493189e-07,2.82882727893737e-08,7.46447116866457e-07,1.11072865915668e-06,3.80025961952957e-06
"msp_0153",3.4843082159499e-07,0,1.15080033921527e-07,3.90722390898284e-06,1.13114497528335e-07,0,2.77577023309522e-07,0,0,0,0,2.3248705767851e-07,3.1411059887769e-07,0,0,4.44421822707236e-06,0,5.39324632313424e-06,4.01619012924644e-06,1.88630708761938e-06,3.62798420710304e-06,6.93647126585992e-06,7.28461320843749e-07,0,0,0,0,0,0,0,1.40433232238201e-07,0,5.36043375411007e-08,0,9.95210179117951e-07,0,0,0,0,0,0,2.16399898050121e-07,0,3.82919811243109e-08,9.10061934184064e-08,2.36983765663375e-06,0,0,0,3.34029796243655e-07,2.90464787004611e-08,7.48277978688867e-08,4.36714959516039e-06,0,6.1546661277284e-08,0,0,0,0,2.9913444454407e-07,0,0,4.29722592737462e-08,4.88433209740241e-08,2.16862301222138e-07,4.79084717601851e-08,4.77390805340408e-08,0,0,0,0,0,0,4.7254471392997e-08,6.29068711565367e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0154",1.52350864568069e-07,1.61447329416604e-05,2.32795103918409e-06,0,6.97955835432149e-06,0,0,1.21344991037871e-05,1.57734403573196e-05,1.85323516545656e-05,1.99138007830645e-05,5.64317021572292e-08,2.27516330115957e-06,2.39244586620746e-07,1.07162694060813e-06,1.86335322482354e-06,4.84291290733977e-06,0,0,0,0,1.17118891307932e-07,1.45961943357161e-07,1.95850137605813e-06,2.30416873966871e-06,3.22900820205463e-06,8.54994901067948e-06,5.29457147301518e-06,2.08783361361373e-06,7.04023452920468e-06,5.83501557358535e-06,2.96763931739336e-06,1.49572714229594e-06,2.40825086575472e-06,0,1.57626213865057e-06,4.60593592669601e-06,1.17302747188754e-05,3.19019289259842e-06,1.919856245099e-05,1.01375263643628e-05,5.09416277844092e-08,7.89588598939318e-06,9.91520807304083e-06,1.08280297020305e-05,0,2.07284400396813e-05,1.50676950459021e-05,1.43521173986735e-05,1.03084379561632e-05,4.28284383601107e-06,4.17888655919074e-06,5.04359552247456e-08,4.13286390346179e-06,1.91269343141993e-06,2.31963992431023e-06,1.93164769926987e-06,7.64504433261435e-06,2.89559904001707e-06,1.1086919153318e-08,2.59196371285832e-06,6.81442391625396e-07,9.41742527442203e-07,1.50699218209869e-05,1.61826929526629e-05,3.99599412590009e-06,7.75334298302846e-06,5.77970718513183e-06,2.90675664212849e-06,1.61208115241254e-06,6.82938181436154e-06,2.97128357846707e-06,8.05230145078847e-07,6.70823665207712e-06,3.36236041343385e-06,4.29420018700289e-06,2.15710827160907e-06,4.71306833537807e-06,1.3630602934219e-05,7.78059640785239e-06,3.58458959402376e-06,1.15255652145343e-05,1.00407857954535e-05,4.5894416781194e-06,1.25154591370441e-05,6.6764353879149e-06,5.98870719864839e-06,2.06553724091836e-06,7.47362272470451e-06,1.06226338318461e-05
"msp_0156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65570271175353e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62286171415727e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01022960097213e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24872741741895e-07,0,0,0,0,0,0,0,0,0,0,2.39275424749805e-07,1.54558461546312e-07,0,0,1.02928138085743e-07,4.41646882451119e-08,5.34960395144033e-07,0,2.93153579463642e-08,0,0,5.50835280723269e-08,2.60024788578233e-08,5.56541690498468e-08,0,2.09076184766533e-07,1.06128752622096e-07,0,2.53893813923784e-07,0,0,0,0,0,0,0,0,0,0,0,5.27692836209836e-08,1.09503259166615e-07,4.41347433497443e-08,0,0,2.2233557022623e-07,0,7.19894271540244e-07,5.99364264960092e-08,1.2502886823668e-07,0,6.65957927146309e-07,0,3.02878260367803e-06,2.25719084927173e-06,3.89007030377887e-07,4.02775504475993e-07,0
"msp_0159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13773861073598e-08,0,0,0,0,0,5.46958227992244e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98821824790122e-08,0,0,3.7073494665791e-08,0,7.52013629152423e-08
"msp_0160",0,0,0,0,6.91107477426964e-07,0,0,6.28462511634907e-06,0,4.29487741016234e-06,5.16916468056206e-06,0,0,0,0,1.18311466982553e-06,2.72120766758829e-07,0,0,0,0,0,0,6.1380392249808e-06,4.65562506431488e-06,1.41803563558616e-05,8.39436145011001e-08,1.87436020709494e-06,5.1607185271187e-07,5.09928005909991e-07,0,4.52666980052502e-08,1.10141106799573e-06,4.79016008720399e-07,3.4973005323059e-06,3.60356079846659e-07,9.03918600114352e-07,1.05391757601475e-06,5.67116380468427e-08,4.94354831837487e-07,1.82193576540185e-07,0,0,0,0,0,0,0,0,0,7.16632843832288e-08,7.74776495206476e-08,0,5.46537455168251e-08,0,5.65109480072098e-08,6.08538406178698e-06,4.16915616105137e-08,0,0,6.54282068266319e-07,1.09994879080729e-06,6.70629087125814e-07,0,0,0,0,0,8.07280714203341e-08,1.27505817226346e-06,2.53111319395604e-06,3.43647456134339e-07,0,2.41589361017642e-07,4.30325701767997e-07,3.88330553440235e-07,2.52591716912569e-07,1.73112883816888e-06,0,0,0,5.27575498154779e-08,0,2.35122151549907e-06,0,0,0,0,0,0
"msp_0161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80581812106787e-07,2.81246090015732e-07,1.25508997254546e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14405471026842e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28502689607936e-07,8.6214428802355e-07,3.42404842044375e-07,4.51556436616451e-07,0,0,7.3251002797849e-08,3.00061095317888e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74185996289302e-06,0,0,0,3.69940750513539e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5321987906773e-07,1.12650166806223e-07,9.33507216263142e-07,1.14435868068032e-06,0,9.30655168945756e-08,0,0,0,1.84801825370677e-07,0,4.65167481912607e-08,0,0,0,0,1.64932494153409e-07
"msp_0163",0,0,0,0,8.64708855449549e-06,0,0,9.07657535329328e-06,0,1.42123492773937e-05,1.07591642837844e-05,0,1.05183355355061e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83559804903438e-07,2.60282191540603e-07,5.45976500353443e-07,0,0,0,0,0,0,0,0,3.92913206230302e-07,5.67421416258422e-07,5.18200075524301e-07,1.34454602515256e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88951092068293e-06,0,0,0,0,0,1.73386524410341e-06,0,0,0,0,0,0
"msp_0164",0,0,0,0,1.5823396723589e-07,0,0,1.27778931939383e-06,0,1.12378898573653e-06,2.19338582312585e-06,0,0,0,7.06734243195359e-08,0,1.34322265232016e-07,0,0,0,0,0,0,6.67533117479989e-08,1.28340520020295e-07,1.69149119315377e-07,0,1.90414666001888e-07,0,7.33157268429525e-07,0,2.55769489601546e-07,0,4.22091421388787e-06,0,0,0,0,2.6576654561716e-07,1.81901415234768e-06,1.7697427365857e-06,0,5.23116287188143e-06,4.69202081958008e-06,9.733611934005e-06,0,2.76076568892443e-06,1.84302980676484e-06,1.91668942227621e-06,0,5.68561777013427e-07,5.76211835652932e-08,0,7.42625656853033e-06,6.65482594472267e-07,2.88143571166881e-06,2.26229988205872e-06,5.47474836359228e-06,4.92877354965238e-06,0,3.91958945286521e-06,2.08494119797698e-06,5.76877498627459e-07,2.92387312252757e-07,2.14065932829945e-07,4.61992326851784e-06,4.68783779409206e-06,0,0,0,3.32363665905911e-08,0,0,5.50030422682976e-06,5.62559064952477e-06,4.77687248635913e-06,2.95085862445794e-06,6.69912112430843e-07,5.1815533358997e-06,1.22144106843603e-06,2.21571408386622e-06,2.30900346025634e-06,2.83933704523728e-06,7.03102839078189e-07,4.33258414149663e-06,1.27614154982872e-06,5.41532257342395e-07,1.05175637381695e-06,1.3600040217563e-06,2.98894933894789e-06
"msp_0165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71071465949474e-06,5.23939537719751e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45399022300328e-07,0,0,0
"msp_0166",3.09997127403098e-05,5.56360102340058e-05,4.00670577576919e-05,4.08709463302408e-05,1.27736825735034e-06,1.08350841515028e-07,2.23862626867452e-05,3.45552424236934e-06,5.69567475059661e-06,3.39571998186913e-06,4.28323168886916e-06,5.46807171678497e-05,3.66424174262288e-05,2.02968152417111e-05,5.30546235978719e-05,7.08136804875273e-05,0.000121729551677916,9.77846559549744e-05,1.50312516857403e-05,2.99850811035459e-07,4.11981577664773e-07,1.8282456227138e-05,0.000162209960194739,1.25899418446157e-06,2.64981834501596e-06,3.78555346564934e-06,1.84774722405899e-07,3.08119066675013e-06,1.94533577602562e-06,1.90994253726716e-07,0.000207359957620166,9.56432915400559e-05,8.48707969369736e-05,5.67962481196329e-06,0.000233531473655742,4.15036788859846e-05,0.000150501711049116,0.00022859046622709,1.61559142867473e-06,1.49480776042514e-05,8.52512708019977e-06,1.22045265241859e-07,1.47651064614808e-06,1.4892290628649e-06,2.76983933101695e-06,0,2.06594276602189e-05,1.34560807782817e-05,2.30036735964362e-05,1.75099643079201e-05,4.87239746532191e-05,2.73715945081708e-05,7.45319107049674e-08,7.35736912975493e-08,7.05790078083599e-08,4.13545017851875e-08,7.13859382525975e-08,2.10130237776881e-05,9.25287661568597e-07,4.23629912192578e-08,2.17964584376682e-05,3.82786521492725e-06,1.02627019754606e-06,1.56428264834772e-05,7.71321386665561e-06,1.75517521056674e-06,8.29927724504567e-07,1.07413801842628e-05,2.35951782958191e-05,3.2881155884762e-06,5.82870615374325e-06,2.95574048929656e-05,1.6205173682884e-05,3.895004098296e-06,8.50614446089501e-06,1.05457275945635e-05,1.36159575089694e-05,2.44780521539815e-06,3.25677816257282e-06,1.18835104748872e-05,7.39441496879445e-06,9.18108746500415e-06,4.75772587920188e-06,2.2115323963025e-06,2.83322525064928e-06,5.91149258034392e-06,1.28446609907334e-05,5.52710505792289e-06,9.384088799017e-06,4.4658050487214e-06
"msp_0168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18550815874352e-08,1.68540550643041e-06,5.03348082828171e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48419919352325e-08,1.76221849162241e-07,3.32037063696392e-08,0,0,2.90840465986205e-08,0,8.40597129096701e-07,8.25419129195759e-08,0,0,0,0,0,0,0,0,5.93851806476656e-07,2.86234714723827e-08,0,0,0,0,0,4.04829267582296e-07,2.71256315723222e-08,0
"msp_0169",0,0,0,0,0,0,0,3.87558394076875e-06,0,7.92054423666297e-07,5.48875431870597e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24975885387198e-08,6.65419252805027e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79967772101531e-06,1.55441050224421e-06,0,0,2.33490976876726e-06,1.65690788149941e-07,0,0,0,0,0,5.88548505409042e-07,4.14923099208543e-06,6.0539894191406e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53086270888362e-07,0,7.84815007779492e-07,0,0,0,6.9620165563922e-07,0,8.59103255866928e-07,1.85869565676373e-07,0,0,0
"msp_0170",0,0,0,0,2.51487724865027e-06,0,0,1.59313992053157e-06,0,0,1.69033334239583e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79871067921912e-07,0,0,2.07203494322032e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28296962292424e-07,0,0,0,0,0,5.65003694982134e-07,1.22937942047748e-07,0,0,0,0,0
"msp_0171",0,0,0,8.88987105389337e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0172",5.00358462856761e-08,5.06043236018383e-08,5.08643408750345e-08,3.68451529103653e-08,5.24328589257087e-07,8.42344919576204e-05,1.85513394981992e-06,5.46664983903031e-07,0,1.72847306795296e-07,5.90328246617835e-07,5.9345891844683e-07,2.54927487979162e-07,2.05121476543175e-07,2.24784052452242e-07,1.91691185160603e-06,0,0,1.20521607020036e-07,0,0,2.82943207695364e-06,1.82805595626942e-06,3.33103366517064e-08,1.00275833071446e-07,1.42634265529387e-07,5.18780346688768e-08,6.04931512073852e-07,2.62224468100885e-06,2.7436831202639e-07,0,0,0,5.74555042091145e-08,0,0,0,4.11518252433122e-08,5.75875805731964e-08,1.85301646249761e-07,1.0907629605315e-07,1.71513251517902e-06,5.19697545416501e-07,3.40560756907917e-07,4.93706890506215e-07,9.33278118984178e-07,1.0840866264151e-07,8.03650969355237e-07,3.4740322350262e-07,9.80785156893808e-07,4.33604393902645e-07,5.29951770504734e-08,2.2124296604906e-06,9.58185414072069e-08,2.27740029716258e-07,1.11261941991057e-07,1.42242589383145e-07,5.58311852319908e-08,8.20324378469872e-08,3.88681637449821e-06,1.11863924667725e-07,1.52727757151616e-07,3.42267882486772e-07,3.48338259256815e-06,1.08185489863925e-06,1.78940439070882e-06,2.27228394671604e-07,1.81690017798888e-06,1.05858530494505e-06,2.21677560794933e-07,2.25269551223397e-07,3.06638867444354e-07,1.51791669122922e-07,1.92077905397441e-07,6.15879356069523e-07,3.93999904364399e-07,1.0765931650919e-07,5.60599845564587e-08,7.51516100987252e-08,2.13272316707495e-07,2.50092473450093e-07,6.6366824740848e-07,1.14818062287732e-07,5.26810470858884e-08,1.0600991388663e-07,1.98779578081573e-07,3.87054526225602e-07,1.82478046831641e-07,6.07536604774245e-07,2.32375445711201e-07
